composition,Tc_sim,Tc_exp,contains_rare_earth,use_for_emb
La0.67Mn1Cd0.25O3,,148.0,True,True
La0.67Mn1Pb0.33O3,360.20500000000004,360.0,True,True
La0.67Sr0.15□0.18MnO3,,360.0,True,False
La0.67Sr0.33MnO3 (nano),,335.0,True,False
La0.67Sr0.33MnO3 (with CaTiO3 spacer),,350.0,True,False
La0.67Sr0.33MnO3 (with Cr substitution),326.0,,True,False
La0.67Sr0.33MnO3 (with Ti substitution),210.0,,True,False
La0.67Sr0.33MnO3+δ,,358.15,True,False
La0.67Tb0.33Sr1/3MnO3,,220.0,True,False
La0.69Mn1Pb0.31O3,,333.75,True,True
La0.6Ca0.15□0.05Ba0.2MnO3,,202.0,True,False
La0.6Ca0.2Ba0.15□0.05MnO3,,295.0,True,False
La0.6Ca0.4MnO3/0.18CuO,264.0,,True,False
La0.6Ce0.4Fe11.6Si1.4,,220.0,True,True
La0.6Ce0.4Fe11Si2,,208.0,True,True
La0.6Ce1.4Fe14B1,,450.0,True,True
La0.6Ga0.4Fe1O3,,350.0,True,True
La0.6Ho0.4Ni2,,5.1,True,True
La0.6Mg0.1Mn1Pb0.3O3,,325.0,True,True
La0.6Mg0.2Mn1Pb0.2O3,,325.0,True,True
La0.6Mg0.2Mn1Pb0.4O3,,325.0,True,True
La0.6Mn0.1Ru0.9Pb0.4O3,,105.0,True,False
La0.6Mn0.6Co0.4Bi0.4O3,,181.0,True,True
La0.6Mn0.6Fe0.4Bi0.4O3,,95.0,True,True
La0.6Mn0.6Ni0.4Bi0.4O3,,200.0,True,True
La0.6Mn1.2Ag0.2O3,,308.0,True,True
La0.6Mn1Bi0.4O3,,109.0,True,True
La0.6Mn1Cd0.4O3,,261.5,True,True
La0.6Mn1P1Pb0.4C1O3,,230.0,True,True
La0.6Mn1Pb0.4C1N1O3,,230.0,True,True
La0.6Mn1Pb0.4O3,350.0,340.0,True,True
La0.6Mn1Te0.4O3,,177.0,True,True
La0.6Nd0.4Fe78B6,,560.0,True,True
La0.6Nd0.4Mn2Si2,,300.0,True,True
La0.6Nd1.4Fe14B1,,569.622193134765,True,True
La0.6Pb0.4Mn1-yTiyO3,,340.0,True,False
La0.6Pr0.4Mn2Si2,,298.0,True,True
La0.6Sr0.2Ba0.15□0.05MnO3,348.0,,True,False
La0.6Sr0.2Ba0.1□0.1MnO3,342.0,,True,False
La0.6Sr0.4CoO3-δ,,255.0,True,False
La0.6Sr0.4FeO3-γ,,700.0,True,False
La0.6Y0.07Ca0.33MnOδ,230.0,,True,False
La0.6□0.2Ca0.2MnO3,,243.5,True,False
"La0.7(Ba, Sr)0.3Mn0.9Ga0.1O3",304.731,,True,False
"La0.7(Ba,Sr)0.3Mn0.8Ga0.2O3",,300.0,True,False
"La0.7(Ba,Sr)0.3Mn0.9Ga0.1O3",,302.0,True,False
"La0.7(Ba,Sr)0.3MnO3",,316.0,True,False
La0.7(Ba0.1Pb0.9)MnO3+δ,,360.0,True,False
La0.7(Ba0.2Pb0.8)MnO3+δ,,360.0,True,False
La0.7(Ba0.3Pb0.7)MnO3+δ,,360.0,True,False
La0.7(Ba0.4Pb0.6)MnO3+δ,,360.0,True,False
La0.7(Ba0.5Pb0.5)MnO3+δ,,360.0,True,False
La0.7(Ba0.6Pb0.4)MnO3+δ,,360.0,True,False
La0.7(Ba0.7Pb0.3)MnO3+δ,,360.0,True,False
"La0.7(Ce,Pr,Nd)0.3Fe11.6Si1.4H1.6",314.0,,True,False
La0.7-xGdxSr0.3MnO3,270.0,,True,False
La0.70Ca0.20Sr0.10MnO3:Ag0.2,,302.0,True,False
La0.70Ca0.23Sr0.07MnO3:Ag0.2,,287.0,True,False
La0.70Ca0.25Sr0.05MnO3:Ag0.2,,276.0,True,False
La0.70Ca0.27Sr0.03MnO3:Ag0.2,,265.0,True,False
La0.70Ca0.2835Sr0.0165MnO3:Ag0.2,,258.0,True,False
La0.70Ca0.30MnO3:Ag0.2,,250.0,True,False
La0.71Mn0.95Zn0.2O3,,147.0,True,True
La0.72Dy0.08Mn1Pb0.2O3,248.5,,True,True
La0.73Mn1O2.75,,295.0,True,True
La0.73Sm0.27Mn2Si2,,300.0,True,True
La0.74Mn1Pb0.26O3,,323.25,True,True
La0.75Ca0.25MnO3 (grain size 120 nm),,177.0,True,False
La0.75Ca0.25MnO3 (grain size 300 nm),,224.0,True,False
La0.75Gd0.25Fe11.5Si1.5,,204.0,True,True
La0.75Mn1Ag0.25O2.9,,320.15,True,True
La0.75Mn1Ag0.25O3,,287.0,True,True
La0.75Mn1Pb0.25O3,,318.0,True,True
La0.75Mn1Te0.25O3,,184.0,True,True
La0.75Sm0.15Mn1Te0.1O3,,170.0,True,True
La0.75Sm0.1Mn1Ag0.15O3,,248.0,True,True
La0.75Sm0.25Mn2Si2,,294.0,True,True
La0.75Tb0.25Sr1/3MnO3,,282.0,True,False
La0.75Ti3Fe0.5Co0.5Bi4.25O15,487.15,,True,True
La0.75Y0.15Mn1Te0.1O3,,168.0,True,True
La0.75Y0.25Co4.7C0.3,,854.15,True,True
La0.75Y0.25Mn2Si2,,293.0,True,True
La0.75Y1.25Ga4Co13,,544.0,True,True
La0.76Sr0.24MnO3+δ,,313.15,True,False
La0.775Gd0.225Mn2Si2,26.0,297.0,True,True
La0.77Mg0.03□0.2MnO3,,128.2,True,False
La0.77Mg0.08□0.15MnO3,,130.6,True,False
La0.77Mg0.13□0.1MnO3,,134.8,True,False
La0.77Mg0.18□0.05MnO3,,138.0,True,False
La0.77Mg0.23Mn1O3,,140.82,True,True
La0.78Mn1Cd0.22O3,,202.0,True,True
La0.78Mn1O2.78,,295.0,True,True
La0.78Mn1Pb0.22O3,292.0,,True,True
La0.7Ba0.3MnO3/0.04TiO2,,348.0,True,False
La0.7Ba0.3MnO3/0.06TiO2,,348.0,True,False
La0.7Ca0.3MnO3 (x=10.0%),,249.0,True,False
La0.7Ca0.3MnO3 + 35% ZnO,,269.0,True,False
La0.7Ca0.3MnO3 + 6% ZnO,,269.0,True,False
La0.7Ca0.3MnO3 with 10% Ag,,290.0,True,False
La0.7Ca0.3MnO3 with 5% Ag,,280.0,True,False
La0.7Ca0.3MnO3/Co3O4,189.0,,True,False
La0.7Ca0.3MnO3/La0.7Sr0.3MnO3 Superlattice,,297.0,True,False
La0.7Ce0.3)0.7Ca0.3MnO3,,89.0,True,False
La0.7Ce0.3Fe10.488Co0.912Si1.6,,307.5,True,True
La0.7Ce0.3Fe11.18Si1.82,,188.0,True,True
La0.7Ce0.3Fe11.44Si1.56,,175.0,True,True
La0.7Ce0.3Fe11.52Mn0.13Si1.35H_y,,305.0,True,False
La0.7Ce0.3Mn13Fe13Si13,,292.0,True,True
La0.7Ce0.3Mn1O3,,276.5,True,True
La0.7Cr1Te0.3O3,,105.0,True,True
La0.7Er0.3Fe11.44Si1.56,,214.0,True,True
La0.7Er0.3Mn1O3,,228.0,True,True
La0.7Mn0.1Co0.9Pb0.3O3,,60.0,True,True
La0.7Mn0.6Fe0.4Pb0.3O3,,121.0,True,True
La0.7Mn0.7Co0.3Te0.3O3,,201.0,True,True
La0.7Mn0.7Fe0.3Pb0.3O3,,130.0,True,True
La0.7Mn0.7Fe0.3Te0.3O3,110.0,,True,True
La0.7Mn0.7Ni0.3Pb0.3O3,,135.0,True,True
La0.7Mn0.8Co0.2Pb0.3O3,,282.2,True,True
La0.7Mn0.8Fe0.2Pb0.3O3,,122.5,True,True
La0.7Mn0.8Ni0.2Pb0.3O3,,247.5,True,True
La0.7Mn0.8Ru0.2Pb0.3O3,335.0,,True,False
La0.7Mn0.92V0.08Pb0.3O3,,277.1,True,True
La0.7Mn0.94V0.06Pb0.3O3,,280.4,True,True
La0.7Mn0.95Fe0.05Pb0.3O3,,295.0,True,True
La0.7Mn0.96V0.04Pb0.3O3,,284.7,True,True
La0.7Mn0.98V0.02Pb0.3O3,,293.8,True,True
La0.7Mn0.99Fe0.01Pb0.3O3,,345.0,True,True
La0.7Mn0.9Cd0.3Co0.1O3,,135.0,True,True
La0.7Mn0.9Cd0.3Fe0.1O3,,80.0,True,True
La0.7Mn0.9Cd0.3Ni0.1O3,,140.0,True,True
La0.7Mn0.9Co0.1Pb0.3O3,,240.0,True,True
La0.7Mn0.9Fe0.1Pb0.3O3,,215.0,True,True
La0.7Mn0.9Fe0.1Te0.3O3,180.0,,True,True
La0.7Mn0.9Ni0.1Pb0.3O3,,257.5,True,True
La0.7Mn0.9Ru0.1Pb0.3O3,313.0,,True,False
La0.7Mn0.9V0.1Pb0.3O3,,274.8,True,True
La0.7Mn1.1Ag0.2O3,271.0,,True,True
La0.7Mn1.3O3,,186.0,True,True
La0.7Mn1Ag0.25O3,,279.35,True,True
La0.7Mn1Ag0.3O3,285.0,288.0,True,True
La0.7Mn1Bi0.02Pb0.28O3,,289.0,True,True
La0.7Mn1Bi0.04Pb0.26O3,,287.0,True,True
La0.7Mn1Cd0.3O3,,167.5,True,True
La0.7Mn1Hg0.3O3,,264.59,True,True
La0.7Mn1O3,,245.61,True,True
La0.7Mn1Pb0.3O3,352.0,347.5,True,True
La0.7Mn1Te0.3O3,,232.5,True,True
La0.7MnO3-δ,,290.0,True,False
La0.7Nd0.3Fe11.2Si1.8,,213.0,True,True
La0.7Nd0.3Fe11.44Si1.56,,215.0,True,True
La0.7Nd0.3Fe11.4Si1.6,,197.0,True,True
La0.7Nd0.3Fe11.5Si1.5,,192.0,True,True
La0.7Nd0.3Fe11.6Si1.4,,188.0,True,True
La0.7Nd0.3Fe11.8Si1.2,,181.0,True,True
La0.7Nd0.3Fe78B6,,537.0,True,True
La0.7Nd0.3Mn0.5Cr0.5O3,,99.0,True,True
La0.7Nd0.3Mn0.8Cr0.2O3,,128.5,True,True
La0.7Pb0.3Mn1-xNixO3,,310.0,True,False
La0.7Pb0.3MnO3+δ,,360.0,True,False
La0.7Pb0.3MnO3_0.8Ag0.2,,346.0,True,False
La0.7Pr0.3Fe10.4Co0.8Si1.8,,290.0,True,True
La0.7Pr0.3Fe11.2Si1.8,,203.0,True,True
La0.7Pr0.3Fe11.5Si1.5,,186.0,True,True
La0.7Pr0.3Fe11.5Si1.5C0.2,,189.0,True,True
La0.7Pr0.3Fe11.5Si1.5H1.2C0.2,,321.0,True,True
La0.7Pr0.3Fe11Si2,,218.0,True,True
La0.7Sm0.15Mn1Ag0.15O3,,206.0,True,True
La0.7Sr0.25□0.05CoO3,,200.0,True,False
La0.7Sr0.25□0.05MnO3,,366.0,True,False
La0.7Sr0.2□0.1CoO3,,180.0,True,False
La0.7Sr0.3-xNaxMnO3,305.0,,True,False
La0.7Sr0.3MnO3/Co3O4,340.0,,True,False
La0.7Tb0.3Fe11.5Si1.5,,197.07,True,True
La0.7Tb0.3Mn1O3,,150.0,True,True
La0.7Y0.3Fe1O3,,712.0,True,True
La0.7□0.1Ca0.2MnO3,,239.0,True,False
La0.7□0.3MnO3,,288.3,True,False
La0.80Ag0.15MnO3+δ,,281.5,True,False
La0.80Tb0.20Sr1/3MnO3,,302.0,True,False
La0.815Sr0.185MnO3 with 0.01 TiO2,,263.0,True,False
La0.815Sr0.185MnO3 with 0.03 TiO2,,234.0,True,False
La0.81Dy0.09Mn1Pb0.1O3,172.0,,True,True
La0.81Mn0.95Zn0.1O3,,165.0,True,True
La0.82Mn1O2.85,,295.0,True,True
La0.833Mn1Ag0.167O3,278.0,,True,True
La0.834Mn1Ag0.166O3,,292.5,True,True
La0.84Mn0.95Zn0.073O3,,202.0,True,True
La0.84Mn0.95Zn0.07O3,,202.0,True,True
La0.84Mn0.95Zn0.1O3,,147.0,True,True
La0.84Mn0.95Zn0.2O3,,139.0,True,True
La0.84Mn0.95Zn0.33O3,,101.0,True,True
La0.84Pr0.16Fe9.12Co0.62Si1.21,,270.0,True,True
La0.84Sr0.16MnO3+δ,,298.15,True,False
La0.85Co1.68As2,,99.4,True,True
La0.85Gd0.15Fe11.5Si1.5,,198.0,True,True
La0.85Mn0.05Co0.95Ag0.15O3,,11.5,True,True
La0.85Mn0.15Co0.85Ag0.15O3,,57.2,True,True
La0.85Mn0.1Co0.9Ag0.15O3,,21.0,True,True
La0.85Mn0.2Co0.8Ag0.15O3,,94.5,True,True
La0.85Mn0.3Co0.7Ag0.15O3,,149.5,True,True
La0.85Mn0.4Co0.6Ag0.15O3,,211.0,True,True
La0.85Mn1Ag0.15O3,274.5,305.75,True,True
La0.85Mn1Ag0.15O3.1,,246.0,True,True
La0.85Mn1Ag0.1O3,,209.0,True,True
La0.85Mn1Te0.15O3,,236.0,True,True
La0.85MnO3+δ,,180.0,True,False
La0.85Pb0.15Mn1-yTiyO3,,276.0,True,False
La0.85Sm0.05Mn1Te0.1O3,,212.0,True,True
La0.85Sm0.15Ni1C2,,5.0,True,True
La0.85Tb0.15Sr1/3MnO3,,321.0,True,False
La0.85Y0.05Mn1Te0.1O3,,212.0,True,True
La0.85Y0.15)2/3Ca1/3MnO3,,127.3,True,False
La0.85Zr0.15Mn1O3,,309.0,True,True
La0.86Mn1O2.95,,295.0,True,True
La0.88Mn1O2.91,,216.5,True,True
La0.88Mn1O3,,270.0,True,True
La0.89Mn1O3,,270.0,True,True
La0.8Ba0.2MnO3+δ,,291.666666666667,True,False
La0.8Ca0.1□0.1MnO3,178.177,178.182,True,False
La0.8Ce0.2)0.7Ca0.3MnO3,,190.0,True,False
La0.8Ce0.2Fe10.4Co1Si1.6,,294.0,True,True
La0.8Ce0.2Fe10.6Co0.8Si1.6,,272.0,True,True
La0.8Ce0.2Fe10.8Co0.6Si1.6,,252.0,True,True
La0.8Ce0.2Fe10.8Co0.7Si1.5,,265.8,True,True
La0.8Ce0.2Fe10.8Co0.7Si1.5C0.2,,277.0,True,True
La0.8Ce0.2Fe11.21Co0.59Si1.2,,246.0,True,True
La0.8Ce0.2Fe11.2Co0.2Si1.6,,208.0,True,True
La0.8Ce0.2Fe11.2Co0.3Si1.5,,215.6,True,True
La0.8Ce0.2Fe11.2Co0.3Si1.5C0.2,,239.0,True,True
La0.8Ce0.2Fe11.4Co0.1Si1.5,,193.8,True,True
La0.8Ce0.2Fe11.4Si1.6,,180.5,True,True
La0.8Ce0.2Fe11.5Si1.5,,179.55,True,True
La0.8Ce0.2Fe11.5Si1.5C0.2,,207.0,True,True
La0.8Ce0.2Fe11.5Si1.5C0.4,,246.0,True,True
La0.8Ce0.2Fe11Co0.4Si1.6,,224.0,True,True
La0.8Ce0.2Fe11Co0.5Si1.5,,240.3,True,True
La0.8Ce0.2Fe11Co0.5Si1.5C0.2,,253.0,True,True
La0.8Ce0.2Mn0.23Fe11.47Si1.3H1.8,,288.0,True,True
La0.8Ce0.2Mn0.2Fe12.5Si1.3H1,,298.0,True,True
La0.8Ce0.2Mn0.3Fe11.1Si1.6,,121.0,True,True
La0.8Ce1.2Fe14B1,,460.0,True,True
La0.8Dy0.2)2/3Ca1/3MnO3,,116.0,True,False
La0.8Dy0.2Fe11Co0.7Si1.3,,269.0,True,True
La0.8Gd0.2Fe11.4Si1.6,,207.5,True,True
La0.8Gd0.2Fe11.4Si1.6B0.03,,204.0,True,True
La0.8Gd0.2Fe11.4Si1.6B0.06,,205.0,True,True
La0.8Gd0.2Fe11.4Si1.6B0.2,,215.0,True,True
La0.8Gd0.2Fe11.4Si1.6B0.3,,222.0,True,True
La0.8Gd0.2Fe11.5Si1.5,,200.0,True,True
La0.8Gd0.2Mn2Si2,,300.0,True,True
La0.8Mn1Ag0.15O2.95,,315.15,True,True
La0.8Mn1Ag0.1O2.92,287.0,315.15,True,True
La0.8Mn1Ag0.2O3,296.0,306.0,True,True
La0.8Mn1Bi0.2O3,,240.0,True,True
La0.8Mn1Cd0.2O3,155.0,230.0,True,True
La0.8Mn1Cd0.33O3,155.0,,True,True
La0.8Mn1O3,283.5,254.0,True,True
La0.8Mn1Pb0.2O3,242.5,310.0,True,True
La0.8Mn1Te0.2O3,,188.0,True,True
La0.8Na0.05□0.15MnO3,,250.40249999999997,True,False
La0.8Na0.15□0.05MnO3,,322.7045,True,False
La0.8Na0.1□0.1MnO3,285.0,285.0,True,False
La0.8Nd0.2Al1.3Fe10.7523Co0.9477,,294.0,True,True
La0.8Nd0.2Fe78B6,,539.0,True,True
La0.8Nd0.2Mn0.8Cr0.2O3,,145.0,True,True
La0.8Nd1.2Fe14B1,,564.970402500932,True,True
La0.8Nd1.2Ti1Co16,,940.0,True,True
La0.8Pb0.1□0.1MnO3,,201.0,True,False
La0.8Pr0.2Al1.3Fe10.7523Co0.9477,,300.0,True,True
La0.8Sm0.05Mn1Ag0.15O3,,265.0,True,True
La0.8Sm0.1Mn1Te0.1O3,,188.0,True,True
La0.8Sm0.2Mn2Si2,7.5,280.0,True,True
La0.8Sm1.2Ti1Co16,,938.0,True,True
La0.8Sr0.0□0.2MnO3,,209.0,True,False
La0.8Sr0.2Co0.6Cu0.4O3-δ,,150.0,True,False
La0.8Sr0.2Co0.9Cu0.1O3-δ,,225.0,True,False
La0.8Sr0.2Co1-xVxO3 (x = 0.2),170.0,,True,False
La0.8Sr0.2MnO3 (LSMO-AC),,290.0,True,False
La0.8Sr0.2MnO3 (LSMO-PC),,340.0,True,False
La0.8Tb0.2)2/3Ca1/3MnO3,,88.0,True,False
La0.8Tb0.2Fe11.5Si1.5,,194.8,True,True
La0.8Ti3Fe0.5Co0.5Bi4.2O15,,530.15,True,True
La0.8Y0.1Mn1Te0.1O3,,208.0,True,True
La0.8Y0.2)2/3Ca1/3MnO3,,88.8,True,False
La0.8Y0.2Fe1O3,,720.0,True,True
La0.8Y0.2Mn2Si2,,305.0,True,True
La0.8Zr0.2Mn1O3,,243.0,True,True
La0.91Mn0.95O3,,252.0,True,True
La0.91Mn1Ag0.09O3,,287.0,True,True
La0.91Mn1O3.003,,236.0,True,True
La0.91Mn1O3.039,,225.0,True,True
La0.9246Mn1.0161O3,,267.0,True,True
La0.93Ce0.07MnO3 (LCMOai),,132.0,True,False
La0.93Ce0.07MnO3 (LCMOar),,131.0,True,False
La0.949Ce0.051Ni3,,72.0,True,True
La0.94Ba0.39Mn1Ox,,185.0,True,False
La0.94Mn0.92O3,,295.0,True,True
La0.94Mn1Ag0.06O3,,278.0,True,True
La0.94Mn1O3,,114.0,True,True
La0.955Mn1.045O3,,143.0,True,True
La0.957Mn0.957O3.043,,148.0,True,False
La0.95Ce0.05Mn1O3,,255.0,True,True
La0.95Dy0.05Mn1O3,,235.0,True,True
La0.95Er0.05Mn1O3,,230.0,True,True
La0.95Gd0.05Fe11.4Si1.6,215.0,,True,True
La0.95Gd0.05Fe11.5Si1.5,,196.0,True,True
La0.95Mn1Ag0.05O3,,115.0,True,True
La0.95MnO3+δ,,160.0,True,False
La0.95Nd0.05Mn0.8Cr0.2O3,,151.0,True,True
La0.95Tb0.05Fe11.5Si1.5,,194.06,True,True
La0.95Tb0.05Sr1/3MnO3,,376.0,True,False
La0.95Zr0.05Mn1O3,,301.0,True,True
La0.969Co1.91Bi0.031As2,,200.0,True,True
La0.96Fe10.98Si1.98B0.09,,211.0,True,True
La0.975Mn1Ag0.025O3,,117.0,True,True
La0.97Co1.9Bi0.03As2,,178.0,True,True
La0.97Mn1Ag0.03O3,,272.0,True,True
La0.97Mn1O3,,118.0,True,True
La0.97Pr0.03Fe8.94Co0.45Si1.21,,250.0,True,True
La0.98Fe10.84Si2.08B0.11,,230.0,True,True
La0.9Ag0.1MnO3-δ,,318.0,True,False
La0.9Ba0.1MnO3+δ,,238.333333333333,True,False
La0.9Ce0.1)0.7Ca0.3MnO3,,244.0,True,False
La0.9Ce0.1Fe11.5Si1.5,,188.0,True,True
La0.9Ce0.1Fe11.7Si1.3H1.8,,325.0,True,True
La0.9Ce0.1Mn0.29Fe11.41Si1.3H1.8,,279.0,True,True
La0.9Ce0.1Ni3,,85.0,True,True
La0.9Ce2.1Al11,,3.7,True,True
La0.9Dy0.1)2/3Ca1/3MnO3,,176.0,True,False
La0.9Dy0.1Fe11Co0.7Si1.3,,265.5,True,True
La0.9Er0.1Fe11.44Si1.56,,207.0,True,True
La0.9Er0.1Mn1O3,,216.0,True,True
La0.9Gd0.1)2/3Ca1/3MnO3,,182.0,True,False
La0.9Gd0.1Fe11.5Si1.5,,196.0,True,True
La0.9Mn0.98Co0.02O3,,245.0,True,True
La0.9Mn0.98Fe0.02O3,,224.0,True,True
La0.9Mn0.98O3,,260.0,True,True
La0.9Mn1Ag0.1O3,,259.5,True,True
La0.9Mn1Bi0.1O3,,120.0,True,True
La0.9Mn1Cd0.1O3,,219.0,True,True
La0.9Mn1O3,254.0,272.0,True,True
La0.9Mn1Pb0.1O3,162.0,235.0,True,True
La0.9Mn1Te0.1O3,239.0,238.0,True,True
La0.9MnO3+δ,,180.0,True,False
La0.9Na0.1MnO3-δ,,323.0,True,False
La0.9Nd0.1Fe12B6,,58.0,True,True
La0.9Nd0.1Mn0.8Cr0.2O3,,147.0,True,True
La0.9Sm0.1Co3Ni2,,575.9,True,True
La0.9Tb0.1)2/3Ca1/3MnO3,,166.0,True,False
La0.9Tb0.1Fe11.5Si1.5,,194.04,True,True
La0.9Y0.1Co4.7C0.3,,846.15,True,True
La0.9Y0.1Fe1O3,,725.0,True,True
La0.9Y0.1Mn2Si2,,310.0,True,True
La0.9Zr0.1Mn1O3,,275.5,True,True
La1-xCdxMnO3,,258.0,True,False
La1-xSrxMnO3,,360.0,True,False
La1-yMnO3,260.0,,True,False
La1.07Fe11Si2,238.0,,True,True
La1.1Fe11.5Si1.5,,332.6,True,True
La1.2Ce0.8Fe14B1,,499.0,True,True
La1.2Fe11.5Si1.5,,330.9,True,True
La1.2Fe11.6Si1.4,,184.0,True,True
La1.2Fe11.6Si1.4B0.75,,191.0,True,True
La1.2Nd0.8Fe14B1,,557.506534183192,True,True
La1.2Nd0.8Ti1Co16,,930.0,True,True
La1.2Sm0.8Ti1Co16,,932.0,True,True
La1.34Mn2Sn0.66O7,,250.0,True,True
La1.3Fe11.5Si1.5,,332.1,True,True
La1.4Ce0.6Fe14B1,,510.0,True,True
La1.5Mn1Co1Bi0.5O6,,180.0,True,True
La1.5Tb0.5Mn1Co1O6,,144.0,True,True
La1.6Ce0.4Fe14B1,,520.0,True,True
La1.6Mn1Ni1Bi0.4O6,255.0,255.0,True,True
La1.6Nd0.4Ti1Co16,,926.0,True,True
La1.6Sm0.4Ti1Co16,,922.0,True,True
La1.7Fe11.6Si1.4,173.5,,True,True
La1.7Fe11Co0.8Si1.2,810.25,272.5,True,True
La1.7Mn1Co1Bi0.3O6,205.0,,True,True
La1.7Y0.3Mn1Co1O6,,184.0,True,True
La1.8Ce0.2Fe14B1,,535.0,True,True
La1.8Sm0.2Mn1Ni1O6,,245.0,True,True
La1.8Y0.2Mn1Co1O6,,185.0,True,True
La1.92Mn1.29Mo0.71O5.84,,89.0,True,True
La1.94Mn1Ni1Bi0.06O6,,277.0,True,True
La1.98Mn1.11Mo0.89O5.93,,139.0,True,True
La1.9Cr1Fe1Bi0.1O6,,450.0,True,True
La1.9Sm0.1Mn1Ni1O6,,253.0,True,True
La1.9Y0.1Mn1Co1O6,,200.0,True,True
La1/2Ca1/2MnO3,,225.0,True,False
La1/3Nd1/3Ba1/3MnO3,,246.0,True,False
La1/3Nd1/3Ca1/3MnO3,,150.0,True,False
La1/3Sr2/3CoO3,,235.0,True,False
La10Co50H43,,300.0,True,True
La19(PrAl4)10,,5.0,True,False
La1Al0.312Fe11.44Si1.248,,190.0,True,True
La1Al0.5Co12.5,,1214.0,True,True
La1Al1.3Fe10.7523Co0.9477,,311.0,True,True
La1Al1.3Fe10.78Co0.92,,300.0,True,True
La1Al1.3Fe10.92Co0.78,,286.0,True,True
La1Al1.56Fe11.349Co0.091,,160.0,True,True
La1Al1.56Fe11.44H3.2,,438.0,True,True
La1Al1.5Co11.5,,1044.0,True,True
La1Al1.5Fe11.5B0.1,,178.0,True,True
La1Al1.5Fe11.5B0.2,,183.0,True,True
La1Al1.5Fe11.5B0.3,,189.0,True,True
La1Al1.5Fe11.5C0.1,,191.0,True,True
La1Al1.5Fe11.5C0.2,,226.0,True,True
La1Al1.5Fe11.5C0.5,,262.0,True,True
La1Al1.95Fe11.05,,170.0,True,True
La1Al2.1Fe10.9,,200.0,True,True
La1Al2.1Fe10.9N3,,300.0,True,True
La1Al2.5Co10.5,,843.0,True,True
La1Al2.73Fe10.27,,250.0,True,True
La1Al2Fe11C0.5,291.0,,True,True
La1Al3.5Co9.5,,890.0,True,True
La1Co0.6Ni0.4O3,,65.0,True,True
La1Co1.7As2,,117.0,True,True
La1Co1.98As2,,205.0,True,True
La1Co4.7C0.3,,841.15,True,True
La1Co5H3.35,,300.0,True,True
La1Co5H4.3,,300.0,True,True
La1Co9.1Si3.9,,36.0,True,True
La1Co9.2Si3.8,,79.0,True,True
La1Co9.5Si3.5,,540.0,True,True
La1Cr0.114Fe11.286Si1.6,,212.0,True,True
La1Cr0.5Fe0.5O3,120.0,,True,True
La1Cr0.9Ru0.1O3,,287.0,True,False
La1Fe0.5Co0.5O3,,360.0,True,True
La1Fe0.5Ni4.5,,14.6,True,True
La1Fe0.9Co0.1O3,,390.0,True,True
La1Fe1.2Ni3.8,,250.0,True,True
La1Fe1.35Ni3.65,,275.0,True,True
La1Fe1.4Ni3.6,,277.0,True,True
La1Fe1.5Ni3.5,,250.0,True,True
La1Fe10.2Co1Si1.8,,312.0,True,True
La1Fe10.488Co0.912Si1.6,317.0,300.0,True,True
La1Fe10.4Si2.6,243.0,,True,True
La1Fe10.5Co1.4Si1.1,,330.0,True,True
La1Fe10.5Si2.5,,262.0,True,True
La1Fe10.65Co0.85Si1.5C0.2,,321.0,True,True
La1Fe10.6Co1Si1.4,,305.0,True,True
La1Fe10.6Si2.4,,262.0,True,True
La1Fe10.6Si2.4N1.2,,314.0,True,True
La1Fe10.716Co0.684Si1.6,280.0,280.0,True,True
La1Fe10.72Co1.8Si1.2,320.0,,True,True
La1Fe10.7Co0.8Si1.4,285.0,,True,True
La1Fe10.7Co0.8Si1.5,285.0,,True,True
La1Fe10.7Co0.8Si1.5C0.2,,311.0,True,True
La1Fe10.82Si1.82,,208.0,True,True
La1Fe10.84Co0.66Si1.2Ni0.3,,294.0,True,True
La1Fe10.85Co0.75Si1.4,281.0,,True,True
La1Fe10.85Co0.75Si1.4C0.15,,297.0,True,True
La1Fe10.86Si1.62,,200.0,True,True
La1Fe10.87Co0.63Si1.5C0.2,,298.0,True,True
La1Fe10.8Co0.8Si1.4,282.5,285.0,True,True
La1Fe10.8Co0.9Si1.3C0.15,,315.0,True,True
La1Fe10.8Si2.2,,245.0,True,True
La1Fe10.8Si2.2C0.5,,321.3,True,True
La1Fe10.92Co1.08Si1.2,,306.0,True,True
La1Fe10.944Co0.456Si1.6,253.0,200.0,True,True
La1Fe10.948Co0.0952Si1.1,301.0,,True,True
La1Fe10.948Co0.952Si1.1,301.0,,True,True
La1Fe10.94Co0.66Si1.2Ni0.2,,285.0,True,True
La1Fe10.94Si1.52,,198.0,True,True
La1Fe10.998Co0.702Si1.3,,290.0,True,True
La1Fe10.9Co0.7Si1.4,276.0,,True,True
La1Fe10.9Si2.1,,234.0,True,True
La1Fe11.04Co0.66Si1.2Ni0.1,,272.0,True,True
La1Fe11.172Co0.228Si1.6,,226.0,True,True
La1Fe11.186Co0.714Si1.1,274.0,,True,True
La1Fe11.18Si1.82,200.0,211.0,True,True
La1Fe11.1Co0.5Si1.4,250.0,,True,True
La1Fe11.1Co0.8Si1.1,282.0,,True,True
La1Fe11.1Si1.9,,219.0,True,True
La1Fe11.286Cu0.114Si1.6,,221.0,True,True
La1Fe11.286Si1.6Ni0.114,,217.0,True,True
La1Fe11.2Co0.5Si1.3C0.15,,263.0,True,True
