,composition,material_id,Ms (ampere/meter)_s,has_rare_earth,Ms (ampere/meter)_e_re_free_augmented,exp-minus-sim
73,Ac2Ni2O5,873,280044.2416568013,False,276397.4493668678,-3646.792289933539
74,Ac2NiSb,399,55373.32783779063,False,177604.07512940807,122230.74729161744
75,Ac2NiTe,996,102312.41849195672,False,192586.66424127488,90274.24574931816
76,Ac2Np2O5,399,504622.2663958805,False,500123.61038176785,-4498.656014112639
77,Ac2Os2O5,266,108430.14046154745,False,103075.267992254,-5354.872469293448
78,Ac2Pa2O5,228,154598.45063856602,False,156407.01858391977,1808.567945353745
79,Ac2PbAu,302,58068.82941329294,False,55858.29788232913,-2210.53153096381
84,Ac2Pu2O5,123,674488.9453917689,False,676618.7954597278,2129.850067958818
85,Ac2PuAu,872,497195.281410332,False,493337.47730130126,-3857.8041090307524
86,Ac2PuBi,223,447256.6712089278,False,436946.5645490529,-10310.106659874902
87,Ac2PuIn,576,445220.6616688618,False,438185.40286425466,-7035.258804607147
88,Ac2PuPt,907,559305.1926199925,False,490230.3846312419,-69074.80798875063
89,Ac2PuSb,971,441501.58083116944,False,428263.38534003805,-13238.195491131395
90,Ac2PuTe,49,433141.4448030078,False,424349.6631095719,-8791.781693435914
91,Ac2Re2O5,597,57005.25184704669,False,123487.12685863502,66481.87501158833
92,Ac2Ru2O5,86,50783.75111984759,False,65093.39206714038,14309.640947292792
93,Ac2SbOs,348,78709.33823851153,False,54164.66776000321,-24544.670478508313
94,Ac2SbPd,543,65542.7838699609,False,65199.14895291088,-343.634917050018
95,Ac2SbRu,330,59945.74393438689,False,67058.70164877719,7112.957714390301
97,Ac2SnAu,140,56795.75324211073,False,54991.058846464715,-1804.6943956460163
98,Ac2Ta2O5,862,110809.78172586473,False,108299.23818126386,-2510.5435446008632
99,Ac2Tc2O5,290,188371.03961358996,False,181554.1035688105,-6816.936044779461
100,Ac2Te2O5,931,50934.07810428536,False,145727.78334452465,94793.70524023929
101,Ac2TeAu,843,81955.67258421946,False,58209.7942634956,-23745.87832072386
102,Ac2TePd,539,126168.1932154799,False,112638.38278270315,-13529.81043277675
103,Ac2TePt,315,100149.797514892,False,101900.9582301693,1751.1607152773067
104,Ac2ThSb,817,77287.2131214266,False,86914.47370418238,9627.260582755785
105,Ac2Ti2O5,881,112119.34075078914,False,85766.20316898629,-26353.137581802846
106,Ac2TiAs,139,245482.01919823547,False,243828.93543982634,-1653.083758409135
107,Ac2TiAu,100,206782.4350935545,False,183537.77725723112,-23244.65783632337
108,Ac2TiBi,953,229006.5851814453,False,227686.27085880708,-1320.314322638209
109,Ac2TiPt,898,228574.9279149506,False,288776.4782853413,60201.5503703907
110,Ac2TiSb,235,230635.8976187881,False,293472.6293089688,62836.73169018069
111,Ac2TiSn,732,221815.8697399298,False,250400.98955806525,28585.119818135456
112,Ac2TiTe,663,201739.52077971623,False,197992.37667618677,-3747.1441035294556
113,Ac2U2O5,643,369264.092442462,False,391092.719535246,21828.627092784038
114,Ac2V2O5,593,356346.0933862851,False,374521.57949102717,18175.48610474204
115,Ac2VAs,201,308171.91159082105,False,284573.4923879456,-23598.419202875462
116,Ac2VPt,50,298151.1409946874,False,245340.51295224746,-52810.62804243993
117,Ac2VSb,202,276040.5188169055,False,391500.9435858111,115460.42476890562
118,Ac2W2O5,635,135817.3113008579,False,165386.75733821336,29569.44603735546
119,Ac2Zr2O5,218,98396.58494894025,False,96681.81270676134,-1714.7722421789076
120,Ac2ZrPt,722,165535.4360399456,False,171178.52281950464,5643.086779559031
121,Ac2ZrSb,212,141180.00029619245,False,124607.99534057608,-16572.004955616372
122,Ac2ZrSn,988,161838.73125188873,False,141288.85820357263,-20549.873048316105
123,Ac2ZrTe,475,151755.91333108285,False,106281.94701381301,-45473.966317269835
125,Ac3Cr,841,220459.71388830728,False,326118.5827882337,105658.86889992643
128,Ac3Mo,66,106017.0535783751,False,100678.25640696949,-5338.797171405604
129,Ac3Np,424,316815.20286089403,False,320950.8773240864,4135.67446319235
130,Ac3Pa,685,77048.56238108368,False,55492.303274942635,-21556.25910614105
131,Ac3V,721,194468.33283811365,False,198838.30116127146,4369.968323157809
132,Ac4Fe4O11,307,653761.6731198903,False,651800.2228732111,-1961.450246679131
133,Ac4Mn4O11,565,641079.1688698858,False,635659.7637670251,-5419.405102860765
134,Ac4Ni4O11,64,232838.26735791625,False,259994.96079292984,27156.693435013585
135,AcAs2W,733,86331.82359592836,False,222549.5338911349,136217.71029520652
136,AcAsRu,245,227617.1462963306,False,231977.87525686616,4360.728960535547
137,AcBe2O4,430,120135.56925271371,False,109532.65972117976,-10602.909531533951
138,AcBeO3,233,143847.27628710464,False,269313.6950068346,125466.41871972993
139,AcCd2O4,139,80549.42940574781,False,63802.64377031625,-16746.78563543156
145,AcCoAs,438,129228.3788617612,False,605458.1251898812,476229.74632812
146,AcCoAs2,459,220932.4355478239,False,214050.41452510405,-6882.021022719855
147,AcCoAu,462,92789.8082665064,False,79732.78841395558,-13057.019852550817
148,AcCoAu2,787,174622.82840374633,False,206137.03188182958,31514.203478083247
149,AcCoBi,25,111896.3840776685,False,322518.5464916724,210622.16241400392
150,AcCoGe,641,170517.85148926076,False,157460.83163670995,-13057.019852550817
151,AcCoO3,455,434557.1802671164,False,427487.4418277455,-7069.738439370878
152,AcCoPb,414,157927.8951303892,False,156064.55802793617,-1863.3371024530206
153,AcCoPt,601,182764.88726259905,False,187699.71705224793,4934.82978964888
154,AcCoSb,83,119385.1144586882,False,152478.86565304315,33093.75119435495
155,AcCoSi,305,180175.369214204,False,176481.1720067991,-3694.1972074048826
156,AcCoSn,278,174887.8851996888,False,180301.85063461008,5413.965434921265
157,AcCoTe2,210,167449.84362886095,False,162668.70439800917,-4781.1392308517825
158,AcCr2O4,375,668592.4842766781,False,667459.1145644616,-1133.3697122164303
159,AcCrAs,8,469576.9173828586,False,494853.29595217516,25276.378569316585
160,AcCrAs2,433,310353.8793266794,False,353078.73963663634,42724.860309956945
161,AcCrAu2,19,479609.340221922,False,418841.95422116714,-60767.386000754836
162,AcCrO3,927,448981.81872856925,False,714921.2783020702,265939.45957350096
163,AcCrPd2,685,491337.0059123743,False,482997.53697215323,-8339.468940221064
164,AcCrPt,716,527821.7168112119,False,456582.6370118467,-71239.0797993652
165,AcCrPt2,207,496200.1278256048,False,494353.00153783715,-1847.1262877676636
166,AcCrRh2,347,556952.3791347506,False,556385.2909855163,-567.0881492343033
167,AcCrSb2,594,289795.049744979,False,364529.1642087938,74734.11446381477
168,AcCrSn,545,501754.9978101349,False,477169.28145819186,-24585.716351943032
169,AcCrSn2,888,348078.1507393536,False,346072.9911137266,-2005.1596256270423
170,AcCrTe,967,345191.13681661605,False,431486.28228467103,86295.14546805498
171,AcCrTe2,727,386558.8459403876,False,363809.5222859199,-22749.323654467647
187,AcFeAs,738,243597.43480001227,False,239788.43290372132,-3809.0018962909526
188,AcFeAs2,618,244208.4127778957,False,240441.50719575025,-3766.9055821454385
189,AcFeAu2,396,297451.5060894432,False,302328.3434693322,4876.837379888981
190,AcFeO3,309,650231.3581250551,False,637897.0334683205,-12334.324656734592
191,AcFePd2,885,333409.91982520936,False,320370.8976866069,-13039.02213860245
192,AcFePt,668,341731.8916902762,False,336048.2082584231,-5683.683431853133
193,AcFePt2,481,395831.8758648596,False,354753.53885916335,-41078.33700569626
194,AcFeTe2,379,247266.6334698709,False,248623.37416074442,1356.7406908735284
199,AcHfBi2,969,79257.05805294213,False,66870.48135745448,-12386.576695487645
200,AcHfSb2,85,69818.82130529713,False,54367.61621980705,-15451.205085490074
211,AcMg2O4,364,97179.1925271484,False,81910.65583098674,-15268.536696161667
212,AcMgO3,392,136557.0611733397,False,130672.43190922218,-5884.62926411751
213,AcMn2O4,76,832342.8543363523,False,831992.5719963935,-350.2823399588233
214,AcMnAs,280,363844.80753619457,False,467240.75213840697,103395.9446022124
215,AcMnAs2,593,405199.9253900912,False,401924.2964268563,-3275.6289632348926
216,AcMnAu2,394,413522.5743279469,False,420097.14245716913,6574.568129222258
217,AcMnBi,913,320703.08379205555,False,326864.363943426,6161.280151370447
218,AcMnGa2,658,404993.66010676994,False,373085.0200804559,-31908.64002631401
219,AcMnGe,582,431842.1856209199,False,501261.74861749244,69419.56299657252
220,AcMnO3,225,554455.9823764254,False,548074.4830638682,-6381.499312557164
221,AcMnPd2,366,485077.638208936,False,462328.3145544684,-22749.323654467647
222,AcMnPt,477,468964.08326380793,False,461894.34482443705,-7069.738439370878
223,AcMnPt2,289,520093.9406235859,False,511657.9445218532,-8435.996101732715
224,AcMnRh2,9,526529.5697395598,False,517005.0168786199,-9524.552860939875
225,AcMnSb2,873,342088.8537729405,False,390032.75783844147,47943.904065500945
226,AcMnSn,442,423768.4690792104,False,423773.91860239534,5.449523184914142
227,AcMnTe2,94,331857.5632538199,False,337591.42250291014,5733.859249090252
228,AcMoAs2,939,79829.64155437906,False,169430.10432613333,89600.46277175426
229,AcMoO3,556,113001.59949759036,False,101197.38697845693,-11804.212519133434
230,AcMoPt2,602,355557.6443460824,False,307610.5456788038,-47947.098667278595
231,AcNb2O4,197,200261.3189168573,False,304655.12789738766,104393.80898053036
232,AcNbAs2,59,182478.50027796137,False,175029.4217966246,-7449.0784813367645
233,AcNbAu2,99,256639.70465692936,False,254758.5568316707,-1881.1478252586676
234,AcNbBi2,940,130042.7600021133,False,122617.08540048439,-7425.674601628911
235,AcNbGe2,355,202264.55593112772,False,343506.36447294184,141241.80854181413
236,AcNbPd2,207,244135.1407879065,False,217993.5265444411,-26141.614243465418
237,AcNbPt2,884,172374.75435018685,False,267004.9482895864,94630.19393939956
238,AcNbSb2,43,137219.75257770944,False,116408.95093952556,-20810.801638183882
239,AcNbSn2,754,197839.77812948663,False,273534.9664984683,75695.18836898168
244,AcNiGe,396,116253.01657051574,False,524463.762663774,408210.7460932582
245,AcNiO3,512,157513.67888360453,False,147166.80376603146,-10346.875117573072
246,AcNiTe,202,53633.698334362256,False,55317.27103114154,1683.572696779287
247,AcNiTe2,618,80531.07902548564,False,75968.89597274622,-4562.1830527394195
248,AcNp2O4,176,592840.4591783552,False,576508.1061697433,-16332.353008611826
249,AcNpAs,25,534961.2837050073,False,532480.7637373161,-2480.519967691158
250,AcNpAs2,787,362015.8025610645,False,362438.46521343227,422.6626523677842
251,AcNpAu2,106,396791.368365971,False,394350.5541061145,-2440.814259856532
252,AcNpGa2,879,385151.7612640265,False,382555.8393120443,-2595.9219519821927
253,AcNpO3,243,384440.6760083113,False,376004.67990657856,-8435.996101732715
254,AcNpPd2,844,461611.1020501056,False,456325.3271628342,-5285.7748872714
255,AcNpPt,45,529698.9161675626,False,527543.8615754474,-2155.0545921152225
256,AcNpRh2,626,390107.2016244924,False,392207.57483304007,2100.3732085476513
257,AcNpSb2,105,312659.1433203235,False,312019.18910685915,-639.9542134643416
258,AcNpSn2,374,361160.2096978411,False,357483.36354995193,-3676.846147889155
259,AcNpTe2,668,427054.1863249624,False,402709.8108448335,-24344.375480128918
260,AcO3,375,93175.37802021737,False,80004.47608494051,-13170.901935276852
261,AcOsO3,885,107406.15381295775,False,108693.22026226477,1287.0664493070217
262,AcPa2O4,817,203043.58699878864,False,209456.83719293776,6413.250194149121
263,AcPaAs,981,211834.52876121967,False,206117.40439182424,-5717.124369395431
264,AcPaAs2,370,137297.8392314495,False,203779.71424303783,66481.87501158833
265,AcPaAu2,781,122061.03488064656,False,120864.51865137817,-1196.5162292683963
266,AcPaGe2,427,126685.52702527432,False,112811.76268267343,-13873.764342600887
267,AcPaIr,890,104757.88642474687,False,124041.05221018601,19283.165785439138
268,AcPaO3,418,149101.793647404,False,149033.11928242262,-68.67436498138704
269,AcPaPb2,185,187013.7009377944,False,162279.0419973259,-24734.658940468507
270,AcPaPt,781,169083.001360335,False,163710.79886004914,-5372.202500285872
271,AcPaPt2,771,127037.69726287252,False,127448.41326327845,410.716000405926
272,AcPaSb2,459,132354.61630740392,False,140960.65176310556,8606.03545570164
273,AcPaSn2,759,180411.7837190101,False,210860.420396134,30448.636677123897
274,AcPaTe2,949,128698.12574300304,False,113052.57140861213,-15645.554334390908
284,AcPu2As,860,1169966.7512690548,False,1162182.0737012038,-7784.677567851031
285,AcPu2O4,772,755690.2597050284,False,751312.6224396513,-4377.637265377096
286,AcPu2Pt,616,1135328.5747088806,False,1135157.9606086588,-170.61410022177733
287,AcPu2Sb,384,1065557.8121424636,False,1064808.164806216,-749.6473362476099
288,AcPu2Sn,876,1113333.094539613,False,1110990.5587458499,-2342.5357937631197
289,AcPu2Te,334,1023709.6612842422,False,1021059.9023777326,-2649.758906509611
290,AcPuAs,720,670168.6936431904,False,649536.5674544806,-20632.126188709866
291,AcPuAs2,404,453375.8625170515,False,489377.80547798716,36001.942960935645
292,AcPuAu2,968,517267.8158536196,False,548177.4792960468,30909.663442427176
293,AcPuGa2,531,527025.1962280095,False,530455.5691845233,3430.3729565137764
294,AcPuGe,693,711856.3045745146,False,718928.6646254498,7072.360050935182
295,AcPuGe2,127,518678.7079901967,False,513675.5571920148,-5003.150798181887
296,AcPuIn2,431,480036.9027348129,False,478723.6199567702,-1313.2827780426596
297,AcPuIr,633,606647.5828933489,False,602385.6654980467,-4261.917395302211
298,AcPuO3,994,498647.60443223856,False,1886920.8624012228,1388273.2579689843
299,AcPuPb2,632,449457.8919380136,False,426176.5627208803,-23281.329217133287
300,AcPuPd2,176,592729.275890919,False,744182.9218683011,151453.64597738208
301,AcPuPt,461,668359.8560055837,False,663356.3571244682,-5003.498881115462
302,AcPuRh2,278,508662.2059399794,False,488595.4656294646,-20066.74031051481
303,AcPuSb2,316,407357.4623494903,False,377412.64851722,-29944.81383227033
304,AcPuSi,538,679765.2332106236,False,388766.60347454844,-290998.6297360752
305,AcPuSi2,917,534166.3767799225,False,619908.9597002377,85742.58292031521
306,AcPuSn2,262,457570.6549569131,False,321543.9846318706,-136026.6703250425
307,AcPuTe,108,630995.739384911,False,623972.14727384,-7023.59211107099
308,AcPuTe2,982,507431.8780644711,False,565178.1225470946,57746.24448262347
309,AcPuTl2,109,466714.1787439897,False,409363.67396566947,-57350.5047783202
310,AcPuZn2,511,579793.8677213643,False,576297.8340837156,-3496.033637648681
311,AcReO3,521,194972.903564962,False,220157.19094401065,25184.28737904865
312,AcRuO3,644,117703.85836393404,False,98856.30075559588,-18847.55760833816
313,AcS,707,60853.91652542721,False,51073.199419240074,-9780.717106187134
324,AcTa2O4,441,152430.5937249015,False,156161.0473104362,3730.453585534706
325,AcTaAs2,261,183910.66714681016,False,177583.5247501507,-6327.142396659445
326,AcTaSb2,80,136440.04671700488,False,180241.34867426104,43801.30195725616
328,AcTcO3,840,228427.08025442224,False,228358.3380060945,-68.74224832773325
329,AcTcTe2,402,174140.6209569529,False,178367.57588233423,4226.954925381346
330,AcTe2Mo,8,87984.85619515425,False,89646.18089677341,1661.32470161916
331,AcTe2Ru,66,253152.01265006824,False,253629.68263581648,477.6699857482454
332,AcTeRh,991,61489.54168626748,False,61178.200001431054,-311.3416848364286
333,AcTi2O4,372,207605.84737588264,False,175983.4825306247,-31622.36484525795
334,AcTiAs,806,204333.2085813852,False,196533.43106699383,-7799.777514391375
335,AcTiAs2,599,140035.36031915326,False,114473.23465378696,-25562.1256653663
336,AcTiAu2,414,199215.4431335696,False,162741.0732139332,-36474.3699196364
337,AcTiBi2,190,158001.6357110895,False,188709.94960169334,30708.313890603837
338,AcTiGa2,607,121002.57723555798,False,115844.7084406746,-5157.868794883383
339,AcTiGe,277,247399.5469710135,False,255291.06905706614,7891.5220860526315
340,AcTiGe2,251,197278.6687559133,False,201884.83133593344,4606.162580020144
341,AcTiIn2,365,167588.7094560827,False,186883.07925617418,19294.36980009149
342,AcTiIr,340,169124.5854290396,False,148853.96614790385,-20270.61928113576
343,AcTiO3,943,75265.49926631598,False,63476.90617428425,-11788.593092031726
344,AcTiPb2,864,201732.69620606027,False,194848.7541782202,-6883.942027840065
345,AcTiPd2,197,185897.57305546588,False,159870.65741539246,-26026.91564007342
346,AcTiPt,462,218452.44147471336,False,164389.50300863895,-54062.93846607441
347,AcTiPt2,988,162226.08750754548,False,166846.17064208162,4620.083134536137
348,AcTiSb2,727,149839.79749508656,False,170539.83114511197,20700.033650025405
349,AcTiSi2,911,196912.78455074012,False,197452.47163083236,539.6870800922334
350,AcTiSn2,304,198423.2880268547,False,200803.03372620023,2379.7456993455417
351,AcTiTe,31,228318.6135495206,False,406073.47511222784,177754.86156270723
352,AcTiTe2,681,84880.47732821325,False,103397.71297145696,18517.23564324371
356,AcU2O4,825,440821.1801657124,False,438245.9206010151,-2575.259564697277
357,AcUAs2,958,258126.27959294443,False,259339.65216422966,1213.372571285232
358,AcUO3,97,274949.9034493584,False,247817.0569756106,-27132.846473747806
359,AcUPd2,469,311568.9489414951,False,309128.13468163856,-2440.814259856532
360,AcUPt,467,388079.65292985743,False,374489.55953623937,-13590.093393618066
361,AcUSb2,443,228661.54482225783,False,217656.36397370056,-11005.18084855727
362,AcUSn2,293,276771.6765743096,False,242935.174554224,-33836.50202008558
363,AcUTe2,594,330120.18691606366,False,324436.9592792263,-5683.227636837342
364,AcV2O4,58,502139.32626442594,False,499564.0666997286,-2575.259564697335
365,AcVAs,876,488490.5653480567,False,526952.2519292869,38461.68658123014
366,AcVAs2,693,216502.00096258905,False,212064.63838287414,-4437.362579714914
367,AcVAu2,962,371048.3206034314,False,376216.7136480718,5168.3930446404265
368,AcVBi2,976,208106.3635131946,False,193780.84919715137,-14325.514316043234
369,AcVGa2,759,359791.10482723056,False,356002.27104385337,-3788.833783377195
370,AcVGe2,215,302919.9687510782,False,443249.69359690824,140329.72484583006
371,AcVO3,310,274605.89178708754,False,274356.63213339105,-249.2596536964993
372,AcVPd2,657,377172.1660229212,False,414782.2465628835,37610.08053996228
373,AcVPt,453,432984.7338853722,False,567480.6806581666,134495.94677279447
374,AcVSb,668,483561.3845002675,False,777945.7768559442,294384.3923556767
375,AcVSb2,343,193471.78511595476,False,196358.28644139142,2886.501325436664
376,AcVSn2,107,271638.8702249569,False,275954.17823218583,4315.308007228945
377,AcVTe,930,431668.7337378812,False,642290.8961518852,210622.16241400398
378,AcVTe2,753,306744.48315333226,False,300196.0026246279,-6548.480528704356
385,AcZn2O4,929,95805.80208783728,False,95932.81721948172,127.01513164443895
386,AcZrAs,786,91438.06180011285,False,85026.10616549988,-6411.955634612968
387,AcZrAs2,634,89407.52370872191,False,78484.26717215533,-10923.25653656658
388,AcZrAu2,318,85250.99577031193,False,89872.90592455726,4621.910154245328
389,AcZrBi2,411,106627.15064607248,False,127333.97022644193,20706.819580369454
390,AcZrGe2,27,95489.2510572582,False,115656.04647786121,20166.79542060301
391,AcZrPb2,205,149854.32172904655,False,122172.77345878587,-27681.548270260682
392,AcZrSb2,577,95303.66694821042,False,85582.89948858152,-9720.7674596289
393,AcZrSn2,264,149628.55319922284,False,163680.12266325823,14051.56946403539
394,Ag(IrO2)2,81,103458.91555383457,False,103956.79965917474,497.8841053401702
395,Ag(MoO2)2,826,308943.4991171982,False,383317.4163511003,74373.91723390209
396,Ag(OsO2)2,875,310460.9803033711,False,306155.2144405263,-4305.765862844768
397,Ag(RhO2)2,689,108118.81569529106,False,83774.44021516215,-24344.375480128918
398,Ag(RuO2)2,983,322072.41801474127,False,312120.4010384596,-9952.016976281651
399,Ag(WO2)2,691,290579.761622811,False,604149.3264616269,313569.5648388159
400,Ag2(MoO4)3,388,74335.62922317258,False,404935.5584120202,330599.92918884766
401,Ag2F3,994,60815.87201750267,False,93157.05430183897,32341.182284336304
402,Ag2IO6,393,85906.10665652662,False,132664.76481310153,46758.65815657491
403,Ag2Ir2O5,293,85892.26789870068,False,91051.44993079742,5159.182032096738
404,Ag2Mo2O5,692,127637.1398425122,False,114458.96635431811,-13178.173488194094
405,Ag2Os2O5,308,134430.90643754334,False,135774.69296694163,1343.7865293982904
406,Ag2Rh2O5,308,167867.1227392392,False,164461.77851608777,-3405.34422315142
407,Ag2Ru2O5,843,132667.75406657503,False,359742.79439089395,227075.04032431892
408,Ag2W2O5,44,111849.17205896044,False,115148.43248438927,3299.260425428831
409,Ag3HSN3O2,705,137733.7841075091,False,131795.50400879697,-5938.28009871213
410,Ag3IrO4,153,73943.69861557712,False,71301.05577716329,-2642.642838413827
411,Ag3Ru,579,222925.670239207,False,232726.31252221146,9800.642283004476
412,Ag3S(NO)3,982,138056.81884012383,False,125904.35428588028,-12152.464554243546
413,Ag3Te(PO7)2,704,133046.7335898936,False,175231.0445577861,42184.310967892496
414,AgBO3,623,218013.5912760149,False,221438.31791458532,3424.726638570428
415,AgBi2WO8,75,52489.816500648376,False,359893.59737647534,307403.78087582695
416,AgBrO2,794,157094.2671747882,False,160701.36270895627,3607.0955341680674
417,AgC2N3,214,84459.70324378418,False,81959.746357351,-2499.9568864331814
418,AgC2S2N4Cl,700,85826.45609938317,False,86373.1492675353,546.6931681521237
419,AgCNO,342,102062.46827024392,False,167995.28306641622,65932.8147961723
420,AgClO2,118,75995.77967844023,False,68717.73477994885,-7278.044898491382
421,AgH8O5,439,75906.76785565013,False,74963.42767643162,-943.3401792185177
422,AgHO2,42,124207.6512056264,False,171672.02088499107,47464.36967936467
423,AgMo5P8O33,151,67617.5360857997,False,102345.35147370143,34727.81538790173
424,AgMoO3,964,62028.29665695781,False,57928.9031465061,-4099.393510451715
425,AgO2,279,144117.993068687,False,146751.55305458567,2633.559985898668
426,AgP4(RuO7)2,883,109931.31712743256,False,99180.09081658637,-10751.226310846192
427,AgPbF6,916,76375.36717978887,False,56094.58591923864,-20280.781260550226
428,AgPtF6,468,85851.10464924094,False,86126.95812761577,275.8534783748328
429,AgPtO3,999,138185.35991063048,False,138179.27890985945,-6.081000771024264
430,AgRh,555,117784.66743534786,False,115086.85331084306,-2697.8141245048027
431,AgRhF6,575,165985.0511071184,False,136967.09036320393,-29017.960743914475
432,AgRhO3,543,55024.89277096667,False,143354.00705902153,88329.11428805487
433,AgRuO3,183,83363.97298266465,False,85743.7186820102,2379.745699345556
434,AgS8N9(ClO6)2,480,99154.22657745267,False,124733.09211903444,25578.865541581763
435,AgSbWO7,810,69519.56941032565,False,70258.76920060943,739.1997902837757
436,AgW2(Br3O)2,252,92154.57452392082,False,105401.95906962863,13247.384545707813
437,AgWS4N,712,129546.764056354,False,159269.05100683123,29722.286950477224
438,Al(BiO3)3,914,342818.58381145645,False,337426.66443922836,-5391.919372228091
439,Al(CoO2)2,325,776951.0753815671,False,951695.218416618,174744.14303505083
440,Al(CoO2)3,482,537165.5835415563,False,532661.5803033076,-4504.003238248639
