composition,Ms
Ac2TeAu,81955.67258421946
Ac2TePd,126168.1932154799
Ac2TePt,100149.797514892
Ac2ThSb,77287.2131214266
Ac2Ti2O5,112119.34075078914
Ac2TiAs,245482.01919823547
Ac2TiAu,206782.4350935545
Ac2TiBi,229006.58518144532
Ac2TiPt,228574.9279149506
Ac2TiSb,230635.8976187881
Ac2TiSn,221815.8697399298
Ac2TiTe,201739.52077971626
Ac2U2O5,369264.092442462
Ac2V2O5,356346.0933862851
Ac2VAs,308171.91159082105
Ac2VPt,298151.1409946874
Ac2VSb,276040.5188169055
Ac2W2O5,135817.3113008579
Ac2Zr2O5,98396.58494894023
Ac2ZrPt,165535.4360399456
Ac2ZrSb,141180.00029619245
Ac2ZrSn,161838.73125188873
Ac2ZrTe,151755.91333108285
Ac3Ce,116673.68927654708
Ac3Cr,220459.71388830728
Ac3Eu,466285.25112082675
Ac3La,97275.41582146307
Ac3Mo,106017.0535783751
Ac3Np,316815.20286089403
Ac3Pa,77048.56238108368
Ac3V,194468.33283811365
Ac4Fe4O11,653761.6731198903
Ac4Mn4O11,641079.1688698858
Ac4Ni4O11,232838.26735791622
AcAs2W,86331.82359592836
AcAsRu,227617.1462963306
AcBe2O4,120135.56925271373
AcBeO3,143847.27628710464
AcCd2O4,80549.42940574781
AcCe3,162890.23170270256
AcCeHg2,51319.668979077454
AcCeTe,94111.1026920403
AcCeTe2,59186.06996893813
AcCeTl,63872.31330461704
AcCoAs,129228.37886176119
AcCoAs2,220932.4355478239
AcCoAu,92789.80826650641
AcCoAu2,174622.82840374633
AcCoBi,111896.3840776685
AcCoGe,170517.85148926076
AcCoO3,434557.1802671164
AcCoPb,157927.8951303892
AcCoPt,182764.88726259902
AcCoSb,119385.11445868821
AcCoSi,180175.36921420402
AcCoSn,174887.8851996888
AcCoTe2,167449.84362886095
AcCr2O4,668592.4842766781
AcCrAs,469576.9173828586
AcCrAs2,310353.8793266794
AcCrAu2,479609.340221922
AcCrO3,448981.81872856925
AcCrPd2,491337.0059123743
AcCrPt,527821.7168112119
AcCrPt2,496200.1278256048
AcCrRh2,556952.3791347506
AcCrSb2,289795.049744979
AcCrSn,501754.99781013484
AcCrSn2,348078.15073935356
AcCrTe,345191.13681661605
AcCrTe2,386558.8459403876
AcDy2In,90960.19562089031
AcDyGa,62487.1614193944
AcDyTe,90636.76435640718
AcDyTe2,68690.20793595356
AcDyTl,75705.4080435787
AcEr2In,101917.7488894638
AcErGa,53902.01535790227
AcErTe,106390.98297246314
AcErTe2,75272.25490837177
AcEu2O4,73133.49451058952
AcEu3,1179228.3052011952
AcEuAu2,308959.54397252086
AcEuMg2,255064.93385711653
AcEuO3,106093.80296800644
AcEuZn2,288657.8163683141
AcFeAs,243597.43480001227
AcFeAs2,244208.41277789572
AcFeAu2,297451.5060894432
AcFeO3,650231.3581250551
AcFePd2,333409.91982520936
AcFePt,341731.8916902762
AcFePt2,395831.87586485955
AcFeTe2,247266.6334698709
AcGd2Au,161336.5111852633
AcGdGa,60611.804742618966
AcGdTe2,66894.50281033255
AcGdTl,76055.77279347475
AcHfBi2,79257.05805294213
AcHfSb2,69818.82130529713
AcHoGa,61349.00328221937
AcHoTe,97714.51684420252
AcHoTe2,74120.19998884939
AcLa2Au,143255.54078923448
AcLaTe,103544.85844419879
AcLaTe2,63458.93989630102
AcLaTl,64872.17968035028
AcLu2Sn,83541.1022894709
AcLuTe,106681.01878707045
AcLuTe2,74800.83247081547
AcMg2O4,97179.19252714839
AcMgO3,136557.06117333967
AcMn2O4,832342.8543363523
AcMnAs,363844.80753619457
AcMnAs2,405199.92539009114
AcMnAu2,413522.57432794693
AcMnBi,320703.08379205555
AcMnGa2,404993.66010676994
AcMnGe,431842.1856209199
AcMnO3,554455.9823764254
AcMnPd2,485077.638208936
AcMnPt,468964.08326380793
AcMnPt2,520093.9406235859
AcMnRh2,526529.5697395598
AcMnSb2,342088.8537729405
AcMnSn,423768.46907921036
AcMnTe2,331857.5632538199
AcMoAs2,79829.64155437906
AcMoO3,113001.59949759037
AcMoPt2,355557.6443460824
AcNb2O4,200261.3189168573
AcNbAs2,182478.50027796137
AcNbAu2,256639.70465692936
AcNbBi2,130042.7600021133
AcNbGe2,202264.55593112775
AcNbPd2,244135.1407879065
AcNbPt2,172374.75435018685
AcNbSb2,137219.75257770944
AcNbSn2,197839.77812948666
AcNd2Au,113914.24421566077
AcNdTe,99662.6111366822
AcNdTe2,58769.79613816159
AcNdTl,70181.8115580369
AcNiGe,116253.01657051574
AcNiO3,157513.67888360453
AcNiTe,53633.698334362256
AcNiTe2,80531.07902548564
AcNp2O4,592840.4591783552
AcNpAs,534961.2837050073
AcNpAs2,362015.8025610645
AcNpAu2,396791.368365971
AcNpGa2,385151.7612640265
AcNpO3,384440.67600831133
AcNpPd2,461611.10205010563
AcNpPt,529698.9161675626
AcNpRh2,390107.20162449236
AcNpSb2,312659.1433203235
AcNpSn2,361160.2096978411
AcNpTe2,427054.18632496236
AcO3,93175.37802021735
AcOsO3,107406.15381295777
AcPa2O4,203043.58699878864
AcPaAs,211834.52876121967
AcPaAs2,137297.8392314495
AcPaAu2,122061.03488064656
AcPaGe2,126685.52702527432
AcPaIr,104757.88642474687
AcPaO3,149101.793647404
AcPaPb2,187013.70093779438
AcPaPt,169083.001360335
AcPaPt2,127037.69726287252
AcPaSb2,132354.61630740392
AcPaSn2,180411.7837190101
AcPaTe2,128698.12574300304
AcPm2Au,137913.36626247814
AcPmGa,51434.35886898944
AcPmTe,101910.06315835523
AcPmTe2,65372.850946034094
AcPmTl,72841.90803096062
AcPrHg2,50410.11240720598
AcPrTe,138025.10731718532
AcPrTe2,58389.416741493704
AcPrTl,67148.61532656345
AcPu2As,1169966.7512690548
AcPu2O4,755690.2597050284
AcPu2Pt,1135328.5747088806
AcPu2Sb,1065557.8121424636
AcPu2Sn,1113333.094539613
AcPu2Te,1023709.6612842422
AcPuAs,670168.6936431904
AcPuAs2,453375.8625170515
AcPuAu2,517267.8158536196
AcPuGa2,527025.1962280095
AcPuGe,711856.3045745146
AcPuGe2,518678.7079901967
AcPuIn2,480036.9027348129
AcPuIr,606647.5828933489
AcPuO3,498647.60443223856
AcPuPb2,449457.8919380136
AcPuPd2,592729.275890919
AcPuPt,668359.8560055837
AcPuRh2,508662.2059399794
AcPuSb2,407357.46234949026
AcPuSi,679765.2332106236
AcPuSi2,534166.3767799225
AcPuSn2,457570.6549569131
AcPuTe,630995.739384911
AcPuTe2,507431.8780644711
AcPuTl2,466714.1787439897
AcPuZn2,579793.8677213643
AcReO3,194972.90356496198
AcRuO3,117703.85836393405
AcS,60853.91652542721
AcScBi,94929.62387246887
AcScSb,233965.47794943443
AcScTe,199161.938743258
AcScTe2,120966.31358214
AcSm2Au,150510.0314159368
AcSmGa,54929.41567674481
AcSmIn,68061.62939384203
AcSmTe,66535.58005263192
AcSmTe2,64992.09391118986
AcSmTl,74632.34930599653
AcTa2O4,152430.5937249015
AcTaAs2,183910.66714681016
AcTaSb2,136440.04671700488
AcTbTe2,68128.58399494344
AcTcO3,228427.08025442224
AcTcTe2,174140.6209569529
AcTe2Mo,87984.85619515425
AcTe2Ru,253152.01265006824
AcTeRh,61489.54168626748
AcTi2O4,207605.84737588264
AcTiAs,204333.20858138517
AcTiAs2,140035.36031915326
AcTiAu2,199215.4431335696
AcTiBi2,158001.6357110895
AcTiGa2,121002.57723555798
AcTiGe,247399.5469710135
AcTiGe2,197278.6687559133
AcTiIn2,167588.7094560827
AcTiIr,169124.5854290396
AcTiO3,75265.49926631598
AcTiPb2,201732.69620606027
AcTiPd2,185897.57305546588
AcTiPt,218452.44147471336
AcTiPt2,162226.08750754548
AcTiSb2,149839.79749508656
AcTiSi2,196912.78455074015
AcTiSn2,198423.2880268547
AcTiTe,228318.6135495206
AcTiTe2,84880.47732821325
AcTm2Pt,58425.58625726698
AcTmTe,113520.08107117614
AcTmTe2,75369.94358408377
AcU2O4,440821.1801657124
AcUAs2,258126.27959294445
AcUO3,274949.9034493584
AcUPd2,311568.9489414951
AcUPt,388079.65292985743
AcUSb2,228661.54482225783
AcUSn2,276771.6765743096
AcUTe2,330120.18691606366
AcV2O4,502139.32626442594
AcVAs,488490.5653480567
AcVAs2,216502.00096258902
AcVAu2,371048.32060343144
AcVBi2,208106.3635131946
AcVGa2,359791.10482723056
AcVGe2,302919.9687510782
AcVO3,274605.89178708754
AcVPd2,377172.16602292116
AcVPt,432984.7338853722
AcVSb,483561.3845002675
AcVSb2,193471.78511595473
AcVSn2,271638.8702249569
AcVTe,431668.7337378812
AcVTe2,306744.48315333226
AcYGa,64311.45133750128
AcYTe,96155.2563257217
AcYTe2,83782.40534259604
AcYTl,74955.7561598498
AcYb2O4,75566.2954580447
AcYbO3,113875.28520040958
AcZn2O4,95805.80208783728
AcZrAs,91438.06180011283
AcZrAs2,89407.52370872191
AcZrAu2,85250.99577031193
AcZrBi2,106627.15064607249
AcZrGe2,95489.2510572582
AcZrPb2,149854.32172904655
AcZrSb2,95303.66694821042
AcZrSn2,149628.55319922284
Ag(IrO2)2,103458.91555383457
Ag(MoO2)2,308943.4991171982
Ag(OsO2)2,310460.9803033711
Ag(RhO2)2,108118.81569529106
Ag(RuO2)2,322072.41801474127
Ag(WO2)2,290579.761622811
Ag2(MoO4)3,74335.62922317258
Ag2F3,60815.87201750267
Ag2IO6,85906.10665652662
Ag2Ir2O5,85892.26789870068
Ag2Mo2O5,127637.13984251219
Ag2Os2O5,134430.90643754334
Ag2Rh2O5,167867.1227392392
Ag2Ru2O5,132667.75406657503
Ag2W2O5,111849.17205896044
Ag3HSN3O2,137733.7841075091
Ag3IrO4,73943.69861557712
Ag3Ru,222925.670239207
Ag3RuO4,253753.8219742254
Ag3S(NO)3,138056.81884012383
Ag3Te(PO7)2,133046.73358989359
AgBO3,218013.59127601486
AgBi2WO8,52489.816500648376
AgBrO2,157094.2671747882
AgC2N3,84459.70324378418
AgC2S2N4Cl,85826.45609938317
AgCNO,102062.46827024393
AgClO2,75995.77967844023
AgH8O5,75906.76785565013
AgHO2,124207.6512056264
AgIrF7,172386.3264583163
AgMo5P8O33,67617.5360857997
AgMoO3,62028.29665695781
AgO2,144117.993068687
AgP4(RuO7)2,109931.31712743257
AgPbF6,76375.36717978887
AgPtF6,85851.10464924094
AgPtO3,138185.35991063048
AgRh,117784.66743534786
AgRhF6,165985.0511071184
AgRhO3,55024.89277096667
AgRuF7,247908.17328787158
AgRuO3,83363.97298266465
AgS8N9(ClO6)2,99154.22657745267
AgSbWO7,69519.56941032565
AgW2(Br3O)2,92154.57452392082
AgWS4N,129546.764056354
Al(BiO3)3,342818.58381145645
Al(CoO2)2,776951.0753815671
Al(CoO2)3,537165.5835415563
Al(CoS2)2,82512.3074452928
Al(CuO2)2,116080.9040197213
Al(CuO2)3,419169.9852287212
Al(FeB)2,539084.132964669
Al(FeO2)2,1127379.0621691318
Al(FeO2)3,1240478.4744112538
Al(FeS2)2,396709.7838224871
Al(Ni4Pt)3,336777.1108936263
Al(NiO2)2,415823.98835517414
Al(NiPd)2,97196.01454508366
Al(NiPt)2,127691.99060461496
Al(NiS2)2,204113.4451209774
Al(OF)3,509235.4654843434
Al(OsO2)2,136282.90854686906
Al(RuO2)2,124007.90346970064
Al(SiO3)2,56631.483293770434
Al(V4Ge)3,176466.94237882804
Al(V4Si)3,192791.37853491327
Al(V4Sn)3,145545.4157855116
Al(WF5)3,182534.44984623534
Al(WO2)2,224466.64229543143
Al10(Bi2O9)3,98904.4757998768
Al10(Cu2O7)3,109256.76616397515
Al11Cr4,207271.8632323631
Al11H2NO17,58575.48584297477
Al11NO17,105474.50311494061
Al11O18,87719.62220738873
Al12Fe7,467070.2823705199
Al12Ga(S2O33)2,208313.85580844915
Al13(CrSi)4,54440.431574133065
Al15Fe9O32,611481.6844218364
Al16As9O76,183173.18013371393
Al19CrO30,63069.527706065324
Al2(BiO3)3,139584.1006966955
Al2(CuO2)3,220653.7776071441
Al2(FeO3)3,667369.6128222012
Al2(SeO4)3,67039.49878516253
Al2Bi2O7,159936.06000469704
Al2Co2Mo3,126210.70788299714
Al2Co2O5,503537.0593285888
Al2Co2O7,188206.271560441
Al2Co2W3,124493.51304634898
Al2Co3GeO8,581074.9225137198
Al2CoCl8,63935.35032881379
Al2CoMo,210213.62158936687
Al2CoN3,291139.34930194455
Al2CoO4,406473.5065071562
Al2CoOs,88437.02881687306
Al2CoPd,85723.60093401295
Al2CoPt,112415.11848785383
Al2CoRe,142428.8171647261
Al2CoTc,201636.39445226162
Al2Cr2O5,699261.6615793568
Al2Cr3(SiO4)3,548538.8986337164
Al2Cr3Co2,161639.78924251036
Al2Cr3CuS8,336488.93402602273
Al2Cr3Ir2,97619.31682158669
Al2Cr3Rh2,196091.28416355065
Al2CrAu,490773.4318654784
Al2CrAu2,400214.69962949393
Al2CrCo,551738.324217288
Al2CrCoCu4,392381.0948031158
Al2CrCu,521577.0433233497
Al2CrCu4Ni,305067.85092423845
Al2CrCu5,296581.362619168
Al2CrFe,367885.7733241967
Al2CrFeCo4,802502.8772792881
Al2CrFeCu4,540603.8315924762
Al2CrIr,485549.3235503667
Al2CrN3,421205.4815938606
Al2CrNi,501188.2909301978
Al2CrO5,246031.95392387937
Al2CrOs,343791.5840679684
Al2CrPd,482778.8437529335
Al2CrPt,418814.31336176314
Al2CrRe,260554.99019906681
Al2CrRh,502393.9432887003
Al2CrRu,434910.3548941122
Al2CrS4,263619.64220383734
Al2CrTc,106015.533433003
Al2Cu3(SiO4)3,141058.7459886216
Al2CuO4,136958.64738852408
Al2Fe(PO4)3,162756.52619788135
Al2Fe(PO8)2,315032.3485042278
Al2Fe2Bi2O9,464686.43510039395
Al2Fe2O5,871212.8585510857
Al2Fe2O7,369567.95405050664
Al2Fe3(BiO4)3,547541.8435650157
Al2Fe3(PO5)3,461192.8134137249
Al2Fe3F15,521191.709404338
Al2FeAg,242875.77327928724
Al2FeAu,238968.41276544065
Al2FeCo,95679.03333800813
Al2FeCoCu4,299578.71014756395
Al2FeCu,130296.77767587481
Al2FeCu4Ni,217751.06483136732
Al2FeCu5,230974.5431789243
Al2FeIr,56513.719700846894
Al2FeMo,405221.60329530365
Al2FeN3,696934.216524556
Al2FeO4,529274.6167264489
Al2FeOs,345736.7606800003
Al2FeP2(HO)18,113913.69029584766
Al2FePd,206030.78859422437
Al2FeRe,380844.8591669472
Al2FeRu,359691.9449443481
Al2FeS4,243853.4886781543
Al2FeSiO5,292528.82693911035
Al2FeTc,346798.47894290416
Al2HPb(CO5)2,210846.44844708586
Al2Ir3,56700.35237258941
Al2IrW,164652.47479285073
Al2Mo2O5,267952.85147199774
Al2Mo2O7,295656.6227697867
Al2MoIr,231535.94942037854
Al2MoRh,258368.20493142516
Al2MoRu,349724.51528303896
Al2Ni2O5,292116.430161583
Al2Ni9Pd,157011.30037039373
Al2NiCl8,74544.84039892319
Al2NiN3,144552.44895626215
Al2NiO4,276843.3895933624
Al2NiPt2,72177.05404637614
Al2Os2O5,81286.2059204951
Al2P2NO11,81045.43644275052
Al2P2NO8,146109.99248062656
Al2P3O13,94269.0677445397
Al2Re2O5,172024.92392386732
Al2RhW,244992.83378295603
Al2Ru2O5,111054.90943481539
Al2RuW,250947.20687716105
Al2Si2H8N2O9,76160.4648072424
Al2Si2O11,84560.85188393916
Al2Si3(NiO4)3,285962.05505438906
Al2Si3(WO4)3,545084.9894437799
Al2Tc2O5,395361.81811946037
Al2TcMo,155392.50729667436
Al2V2O5,493549.4200143445
Al2V2O7,171378.5669488366
Al2V3(SiO4)3,410573.9176461111
Al2VAu,283635.23294843896
Al2VCl8,95685.07760970415
Al2VCo,406412.80149423867
Al2VCoCu4,233488.78499618196
Al2VCr,51113.09405862272
Al2VCrCu4,390870.1237057138
Al2VCu,345036.24255269766
Al2VCu4Ni,67134.85221389233
Al2VFe,385464.615798809
Al2VFeCu4,395221.13699429185
Al2VIr,430091.95633357344
Al2VNi,406696.75878868566
Al2VOs,349560.51645935455
Al2VPd,413607.1718854759
Al2VPt,442368.81391478644
Al2VRe,272449.6104328286
Al2VRh,431131.8616233702
Al2VRu,352095.786713438
Al2VTc,277709.74299671024
Al2W2O5,183487.28530009565
Al2W2O7,257052.1313247294
Al2ZnCrCu4,291742.0857355298
Al2ZnFe,117866.06296183012
Al2ZnFeCu4,230756.71207620535
Al3(Co10B3)2,52483.14378062378
Al3(MoSe2)4,61121.145310904256
Al3(O2F)2,100493.51757003444
Al3(PO8)2,264631.10608617094
Al3(SiO5)2,178878.89869426118
Al39Fe7Cu24,130254.2070728804
Al3Cr,356931.33216723945
Al3Cr3(SbO8)2,171838.91873399244
Al3CrO6,316274.97805128567
Al3P3H7O12,104559.17713415642
Al3Si3(PbO8)2,169509.66727187147
Al3Tl4Fe(As2O7)4,71383.00119110728
Al3V,60894.996783712326
Al3ZnNi12,174471.14873472892
Al4(CoO4)3,658458.1313549608
Al4(FeO4)3,549512.4423129678
Al4(NiO4)3,179297.34020021214
Al4Co(BO5)2,65438.06066308354
Al4Co13Si2(SbO14)2,661901.3712912615
Al4Cr13Si2(SbO14)2,771310.3719311035
Al4CrS8,76585.67243906729
Al4Fe2CuP4(H8O13)2,211634.26758190113
Al4Ni15,209394.0783496528
Al4Ni15Ge,122748.91911216502
Al4Ni15Sb,100902.82408166125
Al4Ni15Sn,114815.41674860292
Al4Si2Ni13(SbO14)2,454100.97090934817
Al4V13Si2(SbO14)2,556884.0913122259
Al4Zn3Cr2O12,261830.86723233125
Al5(CoO4)3,510501.5611052227
Al5(CuO4)3,271064.0318959404
Al5(FeO4)3,684258.0198394904
Al5(NiO4)3,242844.96344202565
Al6B5O18,95063.76468785219
Al6Cu2B4O17,56840.23663235401
Al7Cr(Bi2O9)2,74313.97026572617
Al8Cr5,114333.02818206725
Al8Fe5,412670.95868903707
Al9Cr(BO9)2,81024.04223677577
Al9Fe2(SiO6)4,220833.29407311603
Al9Fe2Si4HO24,203505.92474344352
AlAgRh2,56117.12076584726
AlAsO6,331470.7596755555
AlBi(WO4)2,118054.47441914608
AlC2Br5(NO3)2,166105.19258578244
AlC4NCl2,78333.53842103787
AlC6,181527.19760815342
AlCdCoAu,155361.6030547073
AlCdCoNi,74714.61771255823
AlCdCoPd,112679.38673219614
AlCdCoPt,138831.83614539838
AlCdFeIr,348223.29572363396
AlCdFePd,366730.92742278415
AlCdFePt,368983.84852471866
AlCdFeRh,387759.11986656114
AlCo,119920.08619770034
AlCo(OF)6,645099.3075892073
AlCo(WO4)2,211993.4403403799
AlCo2As,313203.35838284914
AlCo2Cu,377349.12487095397
AlCo2Ge,228252.5506665888
AlCo2Ir,639958.3110145244
AlCo2Mo,342210.930278948
AlCo2Ni,533331.4012809616
AlCo2Os,467145.0888083611
AlCo2Pd,238522.69858314333
AlCo2Pt,529047.4418822685
AlCo2Re,357073.4849210959
AlCo2Rh,627275.117435153
AlCo2Ru,755505.2651012591
AlCo2Sb,231531.2052757038
AlCo2Si,345934.66586785077
AlCo2Sn,208010.38300137487
AlCo2Tc,707769.7026219995
AlCo2W,333358.55182891106
AlCo3,758957.8623629578
AlCo3(SiO4)3,593387.4606937103
AlCo3Se2ClO8,227747.71240252285
AlCo4,962567.7179944366
AlCo4(CuO4)3,411769.2512718508
AlCoAgPd,100474.03002954414
AlCoAgPt,122986.936818929
AlCoAgRh,243261.50490343285
AlCoAu2,178019.58939762047
AlCoCu2,68955.37714737083
AlCoCuAu,119947.79170495369
AlCoCuIr,332763.2894012413
AlCoCuOs,422340.4632579184
AlCoCuPd,206741.15327206417
AlCoCuPt,213438.66507273464
AlCoCuRh,341066.9337243715
AlCoCuRu,396761.5672482749
AlCoCuTc,359292.5877727008
AlCoF5,329080.9255833158
AlCoHgPd,100908.5622975113
AlCoHgPt,135743.56997873806
AlCoIr,389165.0854401512
AlCoIr2,233147.4367184328
AlCoIrAu,221710.9818709756
AlCoIrPd,338586.85819984984
AlCoIrPt,345982.6916699424
AlCoIrRh,453625.1939555451
AlCoIrRu,471843.6455416831
AlCoIrW,219684.59423214718
AlCoMoIr,293307.3685871925
AlCoMoOs,316529.9077329312
AlCoMoPd,100641.24801753426
AlCoMoPt,119683.584669161
AlCoMoRh,280408.1644714759
AlCoMoRu,169346.92682438836
AlCoN2,75512.2185364193
AlCoNF6,518671.6755861179
AlCoNi2,123198.2199937764
AlCoNi6,487378.4553260166
AlCoNiAu,177769.0992467007
AlCoNiIr,371126.8882917407
AlCoNiOs,354021.3641341813
AlCoNiPd,284870.70908702415
AlCoNiPt,301468.581790082
AlCoNiRh,393599.07500449015
AlCoNiRu,403231.19517245865
AlCoO3,403857.04861361755
AlCoOsPt,251093.16672273175
AlCoOsRh,363478.18461321166
AlCoOsRu,329486.8445176244
AlCoOsW,313322.1723156953
AlCoP2NO8,327075.5073600985
AlCoPd,82893.71509682779
AlCoPd2,137759.81445386246
AlCoPdAu,180534.00658317702
AlCoPdPt,259386.54186402351
AlCoPdRh,338661.77052835
AlCoPdRu,367912.34784594155
AlCoPdW,60103.619413512504
AlCoPt,256048.4177756219
AlCoPt2,134604.48331787804
AlCoPtAu,112534.06795362063
AlCoPtRh,349748.18502999644
AlCoPtW,73470.22699441107
AlCoReIr,159688.08414450675
AlCoReMo,155655.1527857691
AlCoReNi,123871.96153018398
AlCoReOs,360571.2414336025
AlCoReRh,183957.09744480936
AlCoReRu,296397.2993683852
AlCoReTc,309543.3201845555
AlCoReW,150422.60299939665
AlCoRh,329522.80308333255
AlCoRh2,222186.7184293364
AlCoRhAu,245946.79967196484
AlCoRhW,259818.46469455512
AlCoRu,409683.6612956519
AlCoRu2,230247.94834605817
AlCoRuPt,400646.0400143956
AlCoRuRh,460735.2591928352
AlCoTc,157587.1338557748
AlCoTc2,315295.86087384366
AlCoTcIr,285651.2594626198
AlCoTcMo,231182.12866801315
AlCoTcNi,169164.0759532586
AlCoTcOs,326095.05824935716
AlCoTcPd,288230.63239832805
AlCoTcPt,313112.5569248206
AlCoTcRh,326119.7238543381
AlCoTcRu,310300.7591002984
AlCoTcW,147921.09330031797
AlCr,900768.9974869748
AlCr(WO4)2,277654.5658766785
AlCr2C,211538.88462150848
AlCr2Fe,198475.59242608104
AlCr2Mo,507003.22118862806
AlCr2Ni,184983.83468915147
AlCr2O4,881642.2639268083
AlCr2Pt,626651.4363330427
AlCr2Re,342131.2636972845
AlCr2Si,803697.5007657383
AlCr2Tc,366094.5929781875
AlCr2W,339523.6803753843
AlCr3,530275.0286509299
AlCr3O6,762523.7645027031
AlCr3O8,326820.8448195004
AlCr4(CuO4)3,565481.2609911447
AlCr4AgS8,428556.42539969867
AlCr4CuS8,447764.491800308
AlCrAgPd,521835.371275688
AlCrAgPt,505191.78750643134
AlCrAgRh,590946.9172799631
AlCrAu2,513768.25206820644
AlCrCdIr,486413.9334648002
AlCrCdPd,500702.6094909486
AlCrCdPt,490241.40819346404
AlCrCdRh,495423.792521448
AlCrCo2,605515.8910959584
AlCrCoAu,717610.5175250247
AlCrCoCu,210895.62979250215
AlCrCoIr,356061.9307982838
AlCrCoNi,62535.79752128094
AlCrCoOs,338526.9146897075
AlCrCoPd,697393.4615029634
AlCrCoPt,693128.0629225521
AlCrCoRe,179713.34791660204
AlCrCoRh,551320.0426073588
AlCrCoRu,373650.35357838403
AlCrCoTc,180824.8627632424
AlCrCu2,527221.3555562126
AlCrCuAu,532657.4618694042
AlCrCuIr,365526.70781281544
AlCrCuNi,554886.0193291373
AlCrCuPd,546889.4889954266
AlCrCuPt,535420.605108724
AlCrCuRh,346539.6449008032
AlCrCuRu,145933.2621943246
AlCrCuTc,178338.66554954348
AlCrF5,445988.44696045737
AlCrFe2,211592.09838702527
AlCrFeCo,392918.2413956907
AlCrFeIr,354143.3589603384
AlCrFeMo,190016.5944487413
AlCrFeNi,406461.32975256327
AlCrFeOs,466546.92130903015
AlCrFePd,320240.462804924
AlCrFePt,527760.9794749086
AlCrFeRh,350578.8867890297
AlCrFeRu,319812.93933569524
AlCrFeW,178603.64221743422
AlCrHgPd,491877.77122679434
AlCrHgPt,497891.2123337424
AlCrHgRh,487990.8916387822
AlCrIr2,334372.16525025223
AlCrIrAu,541443.0533714669
