composition,Tc_sim
Fe0.05Ge0.95,233.0
Fe0.125Co0.125Sn0.75O2,684.0
Fe0.125Mn0.125Sn0.75O2,884.0
Fe0.125Ti0.125Sn0.75O2,393.0
Fe0.125V0.125Sn0.75O2,207.0
Fe0.25TaS2,160.0
Fe0.4Ge0.6,300.0
Fe0.5Co0.5,1242.0
Fe0.5Co0.5NiMnGa,510.7
Fe0.5Mn0.1Al0.4,300.0
Fe0.6Co0.4Si,53.72
Fe0.799Zn0.201,900.0
Fe0.8Co0.2Si,36.0
Fe0.98Cr0.02S1.97N0.03,412.16
Fe0.98Cr0.02S2,343.82
Fe0.98V0.02S1.97N0.03,372.37
Fe1-xSix (x ≈ 0.25),860.0
Fe1.2Co0.0P0.6Si0.4,573.514963538001
Fe1.2Co0.1P0.6Si0.4,597.918282095299
Fe1.2Co0.2P0.6Si0.4,605.297634788377
Fe1.2Co0.4P0.6Si0.4,620.053202694647
Fe1.65V1.35O4,295.0
Fe1.8Co0.0P0.8Si0.2,671.893782859499
Fe1.8Co0.3P0.8Si0.2,631.599128677014
Fe1.8Co0.4P0.8Si0.2,657.891210125992
Fe1.8Co0.5P0.8Si0.2,663.375524967617
Fe1.8Co0.6P0.8Si0.2,657.514712539611
Fe1.8Co0.7P0.8Si0.2,659.212089158214
Fe1.8Li0.2P,800.0
Fe1.9Co0.2P0.9Si0.1,775.56866822943
Fe1.9Co0.3P0.9Si0.1,794.299423151912
Fe1.9Co0.4P0.9Si0.1,760.053830190624
Fe1.9Co0.5P0.9Si0.1,752.297979911164
Fe1.9Co0.6P0.9Si0.1,753.995356529768
Fe1.9Co0.8P0.9Si0.1,732.811092336033
Fe1.9Co0.9P0.9Si0.1,721.268303833552
Fe1.9Co1.0P0.9Si0.1,713.512453554092
Fe10Ni70B19Si1,186.88
Fe11Ni5Si4,650.0
Fe12.5Mn42.5Al45,363.0
Fe13Ni67B19Si1,268.47
Fe16Ni64B19Si1,341.82
Fe17.5Mn35Al47.5,308.0
Fe2.19N,167.0
Fe2.85N,520.0
Fe2/Au,582.0
Fe20.4Ni59.6B20,393.15
Fe23B6,630.0
Fe24Co24Ni24Si13B9Cr6,1023.0
Fe24Co24Ni24Si13B9V6,973.0
Fe25Ni75,875.0
Fe2AlB2,294.0
Fe2B,1024.075
Fe2BO4,155.0
Fe2C,685.5
Fe2CoAl,830.0
Fe2CoS,1290.0
Fe2CoSi,1023.0
Fe2FeSi,863.0
Fe2MnSi,228.0
Fe2MnSi0.56P0.44,300.0
Fe2N,9.0
Fe2P,216.0
Fe2P0.65Si0.35,660.15
Fe2P0.85B0.15,543.15
Fe2Si,780.0
Fe2Ti0.5Co0.5Si,790.0
Fe3B,786.0
Fe3BO5,81.5
Fe3BO6,508.0
Fe3C,483.0
Fe3C (cementite),488.0
Fe3Ga,798.15
Fe3Ge,567.5
Fe3Mn2Sn3,363.0
Fe3O4,850.0
Fe3O4 (Solid),858.0
Fe3P,716.15
Fe3Pd5,701.19
Fe3Pd5 (12.5% B),1035.56
Fe3Pd5 (18.75% B),570.51
Fe3Pd5 (6.25% B),542.57
Fe3Pt,440.0
Fe3Se4,455.0
Fe3Si,848.575
Fe3Sn,725.0
Fe3Zr,550.0
Fe40Ni40P14B6,540.0
Fe42.5Co42.5Nb7B8,1173.0
Fe44Co44Zr7B4Cu1,1245.5
Fe4N,750.0
Fe5 Si0.85Ge0.15B2,926.0
Fe5 Si0.8Ge0.2B2,920.0
Fe5 Si0.9Ge0.1B2,911.0
Fe50Mn22.5Ga27.5,163.0
Fe56Co14B6Cu4Si3Al5Ga2P10,578.0
Fe58Mn2Co18Nb6B16,598.0
Fe5B2P,627.0
Fe5PB2,741.5
Fe5Si1-xGexB2,903.0
Fe5SiB2,784.5
Fe60Co20P14B6,729.15
Fe60Cr14Cu1Nb3Si13B9,226.0
Fe65.5Cr4Mo3Cu1Ga4P12C5B5.5,500.0
Fe65.6V34.4,315.3
Fe65Mn15B20,328.0
Fe66.3V13.7B12Si8,335.0
Fe68.2C7Si3.3B5.5P8.7Cr2.3Al2Co3,590.0
Fe68.8Cr11.2Si6B14,300.0
Fe70.5Cr3Si13.5B9Nb3Au1,545.0
Fe70B5Cu5Si3Al5Ga2P10,588.0
Fe70Mn10B20,438.0
Fe71.2C7Si3.3B5.5P8.7Cr2.3Al2,578.0
Fe71.875Ga28.125,866.5
Fe71Cr7Si4Nb5B12Ag1,300.0
Fe72Pt28,40.0
Fe72Si19.2B4.8Nb4,593.0
Fe72Si4B20Nb4,595.0
Fe73.5Si13.5Nb3B9Cu1,850.0
Fe74Mo8Cu1B17,343.0
Fe75Al25,1074.0
Fe75Ga25,1034.0
Fe75Zr4Ti3Cu1B17,455.0
Fe76Al24,1097.0
Fe76Cr4Mo4Cu1B15,355.0
Fe77P11B9Nb2Cr1,549.0
Fe77P9B11Nb2Cr1,556.0
Fe77Ta3B10Zr9Cu1,336.0
Fe78Co5Zr6B10Cu1,480.0
Fe78Cr2Si8B12,610.0
Fe79Al21,1126.0
Fe79Si12B9,946.0
Fe7Se8,314.0
Fe80B12Cr8,341.0
Fe80Co5P13C7,625.15
Fe80Nb6B14,390.0
Fe80Si9B11,686.0
Fe82Al18,1165.0
Fe82Ni2Zr6B10,465.0
Fe83C13Si3Mn0.6P0.3S0.1B4Al4,380.0
Fe83C13Si3Mn0.6P0.3S0.1Ga2B4Al4,378.0
Fe83C13Si3Mn0.6P0.3S0.1Ge4B2,358.0
Fe83Si2B11P3C1,597.0
Fe83Zr6B10Cu1,398.0
Fe84Co6Zr10,374.8
Fe85Al15,1262.0
Fe86Co2Zr8B4,340.0
Fe86Co4Zr10,328.0
Fe86Zr7Cu1B6,330.0
Fe87Co2Zr7B4,333.0
Fe87Zr6B6Cu1,300.0
Fe88Co2Zr10,281.6
Fe88Zr7B4Cu1,287.0
Fe91Zr7B2,230.0
Fe95Al5,1150.0
Fe:SnS2,407.9605
FeB,580.0
FeCo,1193.15
FeCoB,750.0
FeCoCrNiPd,440.0
FeCoCrNiPd2,503.0
FeCoCrZrB,325.0
FeCoNi(AlMn)0.1,868.0
FeCoNi(AlMn)0.5,982.0
FeCoNi(AlMn)1.0,752.0
FeCoNi(Cu1.0Al)x,578.0
FeCoNiCr0.2Si0.2,708.0699999999999
FeCoNiCrAl1.25,438.15
FeCoNiCrAl2,430.15
FeCoNiCrCuAl,298.15
FeCoNiCrPd1-2,471.65
FeCoZr0.25Nb0.75Ge,612.62
FeCoZr0.5Nb0.5Ge,495.9
FeCoZr0.75Nb0.25Ge,381.32
FeCoZrGe0.25As0.75,686.92
FeCoZrGe0.5As0.5,543.78
FeCoZrGe0.75As0.25,401.83
FeCr2S4,172.0
FeCrAs,842.0
FeCrMoCuGaPCB,470.0
FeCu0.1C0.9,2.4
FeCu0.3C0.7,2.6
FeCu0.5C0.5,2.67
FeCu0.9C0.1,2.8
FeGe,279.0
FeMn2O4,373.0
FeMnAs,926.0
FeMnCuSi,249.462
FeMnP0.67In0.33,275.0
FeMnP0.67Si0.33,460.0
FeMnTaAl,631.0
FeNi,830.0
FeNi (L10),805.0
FeNi3,863.0
FeNiMnGa,321.8
FePS3,90.0
FePd,741.075
FePd (12.5% B),425.15
FePd (18.75% B),389.22
FePd (6.25% B),467.7
FePd2,600.0
FePd2 (2.08% B),484.4
FePd2 (4.16% B),884.61
FePd2 (8.32% B),568.0
FePd3,559.71
FePd3 (12.5% B),123.83
FePd3 (3.12% B),371.07
FePd3 (6.25% B),137.57
FePt,720.0
FePt2,827.0
FePt3,360.0
FeRh,350.0
FeTe2,423.0
FeWGa,541.29
Fe₂CoGa,1116.0
Fe₂CoGe,1011.0
Fe₂CoPt,1008.0
Fe₂CoRh,1554.0
Fe₂CoSi,1062.0
Ga0.25Mn0.75Sb,919.0
Ga0.5Mn0.5Sb,866.0
Ga0.75Fe0.25Sb,270.0
Ga0.75Mn0.25Sb,496.0
Ga0.875Mn0.125N,400.0
Ga0.875V0.125N,325.0
Ga0.88Cr0.06V0.06N,571.0
Ga0.8Mn0.2As,200.0
Ga0.90Cr0.05V0.05N,561.0
Ga0.90Cr0.10As,621.0
Ga0.90Mn0.10As,392.0
Ga0.90Ti0.10As,71.0
Ga0.90V0.10As,240.0
Ga0.91Mn0.09N,940.0
Ga0.92Cr0.04V0.04N,547.0
Ga0.9375Mn0.0625N,400.0
Ga0.9375V0.0625N,350.0
Ga0.947Mn0.053As,110.0
Ga0.95Cr0.05N,549.0
Ga0.95Fe0.05N,100.0
Ga0.95Mn0.05As,140.0
Ga0.96Cr0.04N,540.0
Ga0.9Mn0.1As,190.0
Ga0.9Mn0.1Sb,25.0
Ga30Fe2+O48,273.0
Ga30Fe3+O48,273.0
Ga31Fe2+O47,273.0
Ga31Fe3+O47,273.0
Ga31MoSb32,476.5
GaAs/AlGaAs:Mn,172.0
GaAs:Mn,110.0
GaC0.5Fe3,788.0
GaCrN,400.0
GaFeO3,282.0
GaMn,650.0
GaMnAs,110.0
GaMnN,300.0
GaMo4S8,26.0
GaN:Cr,350.0
GaN:Fe,250.0
GaN:Mn,300.0
GaN:Ni,45.0
GaP:Mn,300.0
GaV4S8,12.5
Ge-Cr,273.0
Ge-Mn,273.0
Ge0.49Mn0.51Te,140.0
Ge0.5Mn0.5Te,140.0
Ge0.7Mn0.3Te,500.0
Ge0.87Mn0.13Te,47.0
Ge0.8Mn0.2Te,200.0
Ge0.92Mn0.08Te,190.0
Ge0.95(Mn0.03Fe0.02),350.0
Ge0.95Mn0.05,110.0
Ge0.9Cr0.1Te,25.0
Ge0.9Mn0.1Te,190.0
Ge2Mn,400.0
Ge3Mn5,296.0
Ge8Mn11,277.5
Ge:Mn,285.0
Gr2Ge2Te6,30.0
H-adsorbed SiC,286.0
Hf0.75Mn0.25O2,682.0
Hf2Co7,450.0
HfCo7,600.0
HfFe2,615.0
HfMn2,560.0
Hg0.76Cr0.24Se,449.0
Hg0.92Cr0.08Se,405.5
InMn3,583.0
InMnAs,190.0
K-doped SnO2,617.0
K-loaded zeolite LTA,7.0
K2MnF6,609.0
K2NbCl6,358.9
KCo2Se2,74.0
KZrO3,203.0
"Li(Zn,Mn)P",34.0
Li0.5Fe2.5O4,1132.15
Li1.75Co0.25Se,820.168
Li1.75Co0.25Te,805.237
Li1.75Ni0.25Se,939.308
Li1.75Ni0.25Te,668.343
LiGaCr4O8,50.0
LiInCr4O8,50.0
LiMn2O4,45.0
Mg0.15Zn0.65Co0.2Fe2O4,330.55
Mg0.6Cu0.4Fe2O4,630.0
Mg0.95Co0.05H2,340.168
Mg0.95Cr0.05H2,487.939
Mg0.95Mn0.05H2,194.797
Mg0.95Ni0.05H2,220.183
Mg0.95Ti0.05H2,479.098
Mg1.37Fe1.26Ti0.37O4,319.15
Mg1−xTi1+xO3 (x=0.1),260.0
MgBr3@GaN,34.31
MgCl3@GaN,36.02
MgCo2,320.0
MgF3@GaN,38.0
MgFe2O4,631.0
Mn doped GaAs,110.0
Mn doped β-Ge3N4,500.0
Mn(II)@ZnO,860.0
Mn-diluted GaMnP:C,300.0
Mn-diluted GaN,300.0
Mn-doped GaN,300.0
Mn-doped GaP,273.0
Mn-doped Ge,116.0
Mn-doped MoI3,644.901
Mn-doped SiC,279.01
Mn-doped TiI3,205.0
Mn-doped ZnO,623.0
Mn0.006Ge0.994,25.0
Mn0.035Ge0.965,116.0
Mn0.06Ge0.94,285.0
Mn0.125Ge0.875,400.0
Mn0.1Si0.9,70.0
Mn0.5Co0.5Al,157.0
Mn0.5Fe0.5Al,186.0
Mn0.5Ni0.5Al,20.0
Mn0.73Cr0.27CoGe,190.0
Mn0.75Al0.25CoGe,286.0
Mn0.75Cr0.25CoGe,322.0
Mn0.89Cr0.11NiGe,274.0
Mn0.94Sb0.06CoGe,263.0
Mn0.955CoGe,261.0
Mn0.95CoGe,262.5
Mn0.96Cr0.04CoGe,322.0
Mn0.975Ni0.025CoGe,270.0
Mn0.98Al0.02CoGe,270.5
Mn0.98Fe0.02CoGe,295.0
Mn0.99Zn0.01CoGe,320.0
Mn0.9Bi1.1,685.0
Mn0.9Co0.1NiGe,236.0
Mn1.1Bi0.9,696.0
Mn1.25Sb,314.0
Mn1.4PtSn,374.0
Mn1.55Ti0.55Fe0.9O4,317.15
Mn1.8Cr0.2Sb,320.0
Mn1.8Cr0.2Sb0.95Ga0.05,275.0
Mn1.94SbBi0.06,553.0
Mn1.96SbBi0.04,553.0
Mn16Al16,650.0
Mn1Fe0.95P0.61Si0.33B0.06,267.0
Mn2.4Fe0.6Sn2,226.5
Mn20Al20Co14Fe22Cr24,300.0
Mn20Al20Co14Fe23Cr23,310.0
Mn2AlB2,291.0
Mn2AsP,557.0
Mn2CoAl,890.0
Mn2CoB,1206.0
Mn2CrB4,950.0
Mn2FeB,528.0
Mn2FeReO6,520.0
Mn2Mo3O8,41.5
Mn2MoB4,630.0
Mn2NiB,526.0
Mn2PtSn,745.0
Mn2Sb,550.0
Mn2TaB4,1080.0
Mn2WB4,610.0
Mn30Fe12Cu8Al50,300.7
Mn3CuN,146.5
Mn3GaC,165.0
Mn3Ge (L12),400.0
Mn3O4,42.0
Mn3Sb,656.0
Mn3Sn2,262.0
Mn3SnC0.94,290.0
Mn4.2Fe0.8GeSi2,196.0
Mn4.75Co0.25Ge3,271.72
Mn4.75Fe0.25Ge3,311.0
Mn4.9Co0.1Ge3,285.0
Mn4.9Ni0.1Ge3,268.0
Mn4FeGe2Si,318.0
Mn4N,740.0
Mn4Si7,46.5
Mn50Al50,600.0
Mn52Al48,630.0
Mn52Al48C,610.0
Mn5Ge1.5Si1.5,255.0
Mn5Ge2.4Ga0.6,282.0
Mn5Ge2.5Al0.5,294.9
Mn5Ge2.5Si0.5,299.0
Mn5Ge2.7Sb0.3,312.0
Mn5Ge2.9Ag0.1,295.0
Mn5Ge2.9Fe0.1,295.4
Mn5Ge3,298.0
Mn5Si3,350.0
Mn5Si3C0.22,152.0
Mn5Si3C0.75,350.0
Mn5SiB2,410.0
MnAl,521.8
MnAs,318.15
MnAs0.9Sb0.1,318.0
MnAsS4,740.0
MnB,442.5
MnB2,143.0
MnBO3,538.9
MnBi,630.0
MnBi0.9Sb0.1,225.0
MnCl2·2H2O,6.7
MnCl2·H2O,2.18
MnCl3/SbAs,141.0
MnCo0.25Sb,257.5
MnCo0.75Zr0.25Ge,274.0
MnCo0.95Ni0.05Ge,330.0
MnCo0.96Cd0.04Ge,330.0
MnCo0.98Cu0.02Ge,271.0
MnCo1V0Ge,360.0
MnCo2O4,180.0
MnCoGe,345.0
MnCoGe0.5Si0.5,373.0
MnCoGe0.7Si0.3,365.0
MnCoGe0.97Al0.03,269.0
MnCoGe0.995In0.005,320.0
MnCr2O4,42.88
MnCr2S4,64.7
MnCu2In,500.0
MnCu2Sn,500.0
MnFe0.2Co0.8Ge,289.0
MnFe0.3Co0.7Ge,249.0
MnFe2O4,573.0
MnFe4Si3,302.5
MnFeGe,159.0
MnFeP0.45As0.55,305.0
MnGa2Sb2,310.0
MnGaSb,600.0
MnGe2,400.0
MnNi,970.0
MnNi0.8Fe0.2Ge,291.0
MnNiGe,241.0
MnNiGe0.915Al0.085,213.0
MnNiSi,642.0
MnP,291.0
MnPK,1120.0
MnPd,920.0
MnPdGa,308.0
MnPtGa,230.0
MnRhAs,200.0
MnRhP,401.0
MnS2,225.0
MnSb,586.0
MnSb1+δ,580.0
MnSe2,300.0
MnSi,29.6
MnV1.95Al0.05O4,61.17
MnV2O4,59.3
MnZn ferrite with 0.04 wt% V2O5,518.0
Mn₂CoAl,728.0
Mn₂CoCr,1828.0
Mn₂CoGe,544.0
Mn₂CoNi,770.0
Mn₂CoPt,644.0
Mn₂CoRh,728.0
Mo-GaN,396.0
Mo-doped SnS2,1156.0
MoGe,500.0
MoI3,24.0
MoSn,500.0
N-adsorbed SiC,240.0
Na-doped GaN,734.0
NaCu3Fe2Os2O12,380.0
NaSr5Cr3Os3O18,579.0
NaSrCrOsO6,615.0
NaV6O11,64.0
Nb-doped SnS2,444.0
NbFeCrAl,611.0
NbMnVAl,797.0
Ni,627.4
Ni-B codoped graphene,212.0
Ni-Mn-Ga,376.0
Ni-doped ZnO,311.5
Ni-implanted p-GaN,200.0
Ni0.23Fe2.77O4,850.0
Ni0.5Zn0.5Fe2O4,481.0
Ni0.8Fe0.2O,300.0
Ni0.9Fe0.1O,300.0
Ni1.25MnSb,570.0
Ni1.5Co0.5Mn0.85Ga0.15,1657.5
Ni1.5MnSb,470.0
Ni1.64Co0.36Mn1.28Ga0.72,425.0
Ni1.65Co0.35Mn0.85Ga0.15,1543.5
Ni1.74Co0.26Mn0.85Ga0.15,1471.0
Ni1.75MnSb,405.0
Ni1.76Co0.24Mn0.85Ga0.15,1389.0
Ni1.76Co0.24Mn1.52Sn0.48,211.0
Ni1.76Co0.24MnGa,1148.0
Ni1.83Mn1.46In0.54Co0.17,270.0
Ni1.88Co0.12Mn0.85Ga0.15,1375.0
Ni1.88Co0.12MnGa,1138.0
Ni1.9Mn1.3Ga0.8,361.0
Ni2+xMn1-xGa,375.0
Ni2.17Mn0.83Ga,200.0
Ni2.18Mn0.82Ga,310.0
Ni2.20Mn0.80Ga,200.0
Ni25Co25Mn25Al25,583.0
Ni2CoS,801.3
Ni2Mn0.5Ga0.5,623.0
Ni2Mn0.65Ga0.35,664.0
Ni2Mn0.74Ga0.26,691.0
Ni2Mn0.75Cu0.25Ga,308.0
Ni2Mn0.85Ga0.15,741.0
Ni2Mn1+xIn1-x,304.4
Ni2Mn1+xSn1-x,341.7
Ni2Mn1-xCuxGa,373.0
Ni2Mn1.2Ga0.8,366.0
Ni2Mn1.398In0.602,282.0
Ni2Mn1.48Sb0.52,287.0
Ni2Mn1.48Sn0.52,301.0
Ni2MnB,470.0
Ni2MnGa,376.0
Ni2Si,210.0
Ni3.55Fe0.75,820.0
Ni37.5Co12.5Mn30.5Al19.5,351.0
Ni37.5Co12.5Mn35Ti15,290.0
Ni39.9Co10.1Mn30.6Al19.4,394.0
Ni3B7O13I,60.0
Ni3Pt,373.0
